"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"Maryvale","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,69450,69000,65000,60850,67800,66000,68000,64600,65000,68000,65000,64000,62000,62250,65000,66449.5,74000,65000,65000,66900,72295,75000,72500,69900,75000,71500,74000,74900,77450,81250,84750,79400,77686,77000,86450,88900,82500,85000,89400,89900,90000,89900,1e+05
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63444,62000,60000,66500,69500,69000,69995,73000,75500,76750,74000,83900,82500,82000,85000,81000,83000,81500,85000,85000,85000,85944,84900,87000,89990,94900,99000,99800,98450,1e+05,109000,104400,105000,96900,109900,109900,107888,111500,119000,122450,119944,124950,118500,119888,117000,118000,114693.5,119999.5,127000,123000,120000,120000,119900,129000,124999.5,128750,127000,124899.5,135000,139000,149950,145000,145000,155000,145000,144250,145000,144950,149444,157450,159000,159900,152900,154944,155000
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350000,2295000,2300000,2200000,2195000,2199500,2282500,2199000,2152500,2185000,2195000,2052500,2195000,2250000,2285000,2250000,2262500,2200000,2200000,2250000,2195000,2285000,2250000,2195000,1857500,1740000,1847500,1895000,1925000,1925000,1900000,1895000,1899000,1900000
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",4,64900,64900,62000,65000,65000,65000,65000,65000,65000,62500,61250,59900,59000,55000,55900,55000,55000,54900,54000,52700,53000,52000,51000,49995,52950,54000,54800,54800,56250,58000,61000,64888,65000,65000,65000,65000,69000,70000,73750,75000,75000,77450,79900,85000,84900,84450,82000,84000,80000,82694,84900,85000,85000,86900,85000,87950,88777,89250,89999,89900,88999,90000,90000,92000,94900,95000,94900,95400,99000,99000,99000,98000,99999.5,100500,101449.5,1e+05,99900,99750,103450,105000,108444,109700,112000,110000,113800,115000,118899.5,119950,120000,125000,125250,130000,132920,130000,130000,134925,139888,140000,143900,148888,149990,148995,150000,159400,159000,159000,158444
"Paradise Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122250,125000,125000,139250,135000,137000,139900,137700,135950,135950,135425,140000,142750,144900,144900,149900,149900,149700,149500,150000,149500,159900,157500,154900,142500,156400,159945,168000,169450,164500,179900,167900,161250,164000,164000,169000,164950,158425,164900,165000,164500,164974.5,170000,174900,169950,174900,179000,181080,192450,185000,178000,185000,179000,175000,179500,179900,195000,197600,197500,196250,190949.5,199250,198400,199000,195000
"Washington Heights","New York","NY","New York-Newark-Jersey City","New York County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000,448000,498000,470000,498000,518000,499000,499000,492500,479000,495000,499000,499500,490000,475000,495000,499950,548750,525000,530000,548500,549750,549500,549500,549500,549000,515000,544500,542500,535000,533500,549000,557500,535000,560000,530000,532500,540000,575000,607000,595500,583000,589000,589000,592250,589000,575000,569000,560000,569000,577000,577000,589000
"Deer Valley","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99850,102450,102450,107000,88000,95000,109500,99700,109500,99900,99500,1e+05,112750,109950,1e+05,107500,110000,110000,109933.5,112500,125000,124000,120000,120000,123000,120000,118000,120950,129000,135500,125000,134950,133450,140000,140000,126250,123900,127400,150000,137000,147000,149950,145000,145000,150000,149900,149900,147000,149900,150000,150000,149990,150000,153950
"Astoria","New York","NY","New York-Newark-Jersey City","Queens County",8,385000,385000,385000,387000,391140,391140,391140,385000,389000,391140,396472.5,396472.5,395445,387960,387960,429000,439000,451500,429000,420000,429000,429000,429000,429000,429000,429250,444960,429000,429000,429000,399000,399000,445000,449500,425000,427000,419000,425000,419000,385000,375000,393500,441500,449000,430000,449000,450000,455000,454000,425000,490000,489500,490000,505000,522500,525000,532500,539500,547000,540000,549000,545000,549000,550000,580000,584577.5,587000,589000,648500,649500,676510,667000,660000,669000,629000,649000,660000,660000,662500,690000,662500,665000,662500,649500,607000,625000,630000,637500,650000,650000,650000,682255,662720,672420,668800,678170,682255,659340,673420,695000,692100,677980,675000,659000,690000,676500,654500
"Far North","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114700,117000,120000,121000,121000,113250,115000,115000,118500,119900,119900,115000,122250,119950,125000,135000,134500,130000,141900,139500,140000,140000,147750,161500,159000,155450,155450,159900,150950,153000,159949.5,162000,165000,164000,159900,160000,168200,175900,177200,169900,177499.5,174950,174900,180000,175000,169450,173250,179999,189900,189900
"Bedford Stuyvesant","New York","NY","New York-Newark-Jersey City","Kings County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865000,8e+05,747000,749500,772000,779500,779000,785000,789000,764500,759500,797000,799000,777000,777000,750000,699000,799000,799000,789000,775000,799000,782000,799000,794719.5,775000,799000,825000,849000,850000,862500,875000,899000,899000,899000,892000,869000,859500,827500,805000,825000,799000,825000,799000,779000,755000,749000,749700,725000
"Williamsburg","New York","NY","New York-Newark-Jersey City","Kings County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829000,849000,849000,869000,899000,970000,939000,950000,959000,999000,995000,1100000,1095000,1100000,1050000,995000,1165000,1165000,1142400,1112500,1096500,1099500,1100000,1150000,1199000,1199000,1112500,1150000,1215000,1195000,1195000,1185000,1125000,1117550,1113775,1125000,1145000,1095000,1090000,1109825,1100000,1100000,1060500,1060500,1060500,1100000,1102100,1135500,1097500,1075000,1052400,1095000,1100000,1148500,1184365,1195000,1180000,1165000,1195000,1184365,1195415
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,599000,599000,599000,599000,575000,597000,627000,654500,688500,660000,620000,615000,625000,625000,627499.5,654000,667900,659000,659950,659000,639000,629000,6e+05,624975,639999,659000,672000,699000,662500,599000,599000,599000,630000,679000,7e+05,699000,699500,699000,699000,699500,699000,699000,699000,725000,749999,734500,704500,710000,743000,746000,751500,769000,769000,759000,749000
"Camelback East","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,140000,151250,149800,158250,150000,160000,158250,145000,139000,155900,152450,149999,165000,176250,179000,165000,160000,183750,193500,166000,184950,195000,199000,199000,195000,199000,199950,189900,199995,2e+05,205000,198500,197000,209500,209900,223000,225000,229000,225000,239500,247000,232500,234450,225000,225000,235000,238950,229000,239000,237500,239000,240000,225000,229000,229499.5,235000,229699.5,229000,240000,238500
"Alhambra","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,119900,115000,105000,99700,95000,99200,105000,98450,100450,98000,112000,109900,123500,129500,128250,124838.5,123900,124500,127000,124900,134900,139900,139900,137250,149900,150000,151500,149900,140000,149000,148400,150000,149900,150450
"Crown Heights","New York","NY","New York-Newark-Jersey City","Kings County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000,877500,880000,867000,849000,865000,857000,820000,822500,807000,795000,795000,849000,795000,835000,835000,795000,795000,795000,744500,749000,710000,737000,749500,697000,697000,695000
"Harlem","New York","NY","New York-Newark-Jersey City","New York County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752500,767500,795000,830000,792000,785000,785000,802000,827500,899000,899000,899000,845000,805000,732000,821000,792500,825000,821000,799000,849000,819000,799000,775000,799000,850000,899000,899000,9e+05,9e+05,899000,789500,824500,852000,849000,795000,752000,699999,749500,825000,849000,848500,841500,799999,829500,839000,887500
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",17,115500,115000,114950,109900,105000,1e+05,1e+05,99950,94900,90000,89900,95000,90700,85000,92000,89000,87600,85000,89444,85000,87000,87250,87000,79100,79900,78950,75900,79900,82500,83100,89450,84950,85000,94000,89000,95000,97500,95000,104000,106000,106000,117500,120000,114950,113450,124950,129000,129900,135000,137500,140000,145750,140000,140000,148000,139000,140000,136000,140000,140000,144900,145450,145000,149950,152500,139950,144995,158500,163200,159900,159450,159994.5,159894,155900,160000,159900,162000,164995,173000,169950,168888,169990,174900,165000,170995,167000,165000,163450,173500,190000,175000,192500,199900,200900,202500,198200,199450,209000,207450,199900,199900,208800,210000,228000,220000,225000,222444
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",18,682000,653100,643350,550000,547500,499000,485000,499000,539500,492000,549000,595000,588800,499000,575000,580000,580000,577000,579000,577750,590000,568350,577500,599000,625000,652000,659000,599000,682500,7e+05,697500,738000,660000,680000,680000,750000,750000,750000,768000,750000,738000,711344,711344,754000,800800,785000,800800,729900,790000,806300,800800,844900,780000,790000,795000,750000,699000,699000,696500,770000,775000,779000,779500,875000,875000,795293.5,810125,850000,838000,797000,795293.5,799000,795000,786484,795000,712500,725000,740000,775000,760000,792500,789200,817500,797178,829000,820000,908500,872000,897000,866000,869000,895000,925000,918000,895000,895000,895000,899000,875000,895000,880000,895000,895000,895000,895000,865000,852500
"North Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",19,217950,214775,225000,210000,209900,199900,197000,203700,190000,189900,188900,189900,189000,191250,190000,189950,190000,199900,199800,199000,194700,196400,209500,215000,215000,214700,218750,215000,207000,222450,225000,222500,220000,229000,224900,230450,235000,239900,267500,262500,265900,265900,257400,254900,250000,263950,265000,265000,269925,267950,270000,264000,265000,268750,267000,259999,259949.5,268800,260000,268900,269900,277950,269900,270000,279250,269950,249999,268500,269000,272700,275000,285500,275000,269000,260000,257000,269900,282500,299000,292450,292450,289900,296000,299495,3e+05,309999,3e+05,302500,309450,304500,299999.5,290000,299900,319900,316900,315000,325000,322200,334950,319350,319900,324500,315000,310000,309000,305000,309000
"South Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151600,169200,177270.5,177000,171400,171400,173900,169450,170900,179900,183411,185000,183900,184922,182400,182900
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739000,695000,642000,625000,599000,599000,590000,599000,599000,599000,599000,592500,585000,595000,580000
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,187000,187500,189500,194500,199000,199000,199000,199750,202500,205000,2e+05,199000,199000,202500,212000,219000,212000,212000,219000,234000,225000,254499.5,279000,249999.5,269000,279000,285000,299000,299000,299000,292000,279000,279000,289000,279000,279000,285000,285250,285000,285500,287250,269000
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718500,699000,699000,694499.5,680000,689000,684500,669999,622000,628000,628000,630000,639000,640500
"Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,382500,349500,339000,377500,380000,425000,412000,380000,350000,339000,357500,357500,399000,399000,409000,399000,385000,380901,399000,444000,449000,449000,439900,418000,439000,449000,498500,498000,498000,449900,465000,498000,517500
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557500,549000,539000,569000,579000,579000,579000,549000,550000,579000,599000,609000,609000,632000,619000,609000,645000,654000,659000,619000,627000,599000,592000,595000,619900,619900,649000,599000,634000,672000,645000,645000,630000,599000,599000
"South Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,248300,239999,249900,245000,247600,240000,244900,239975,235900,238450,245000,249900,245000,242000,245000,239900,249995,259000,256950,265000,266900,269500,265000,269450,270000,269499,265000,279899.5,268500,288000,287900,287900,285000,284900,275000,275000,269000,271750
"Canarsie","New York","NY","New York-Newark-Jersey City","Kings County",27,299750,299250,299000,299000,290000,289500,289000,285000,285000,285000,287000,266250,263500,259000,279000,285000,285000,259000,285000,289000,289000,289000,289000,284750,269000,279000,279000,281750,309000,299000,295000,290000,289000,285000,264500,259500,279000,279000,285000,289000,287000,282000,285000,289999,289000,289499.5,330000,345000,345000,345500,347250,345250,339000,344500,350000,349500,349000,350000,330000,314000,344000,334000,327000,324000,327000,339000,337000,330000,314500,299000,299000,282000,298000,309000,319000,323350,325000,327000,330000,339500,334500,337000,329000,334500,340000,340000,340000,339000,344500,349000,344500,334000,329000,299000,298500,298500,299000,314900,340000,340000,349000,339000,349450,339500,379000,379000,379000
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,239450,239900,247250,249000,241250,249971,259000,249942,249942,255150,250000,259000,284450,279000,262000,282250,284700,295000,284995,284900,264975,275000,277000,270000,279000,277000,279999,290000,279000,275000,279000,289000,299000,294900,298000,298500,285000,289700,294900,310000,299495,299000,304900,304900,312000,326999.5,330000,334900,319000,339999,349949.5,370000,384450,379500,370000
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000,310000,299000,299450,309000,325000,319500,325000,329000,325000,325000,329900,330000,327000,344500,325000,319700,315000,324900,327000,329000,329000,319000,329000,374999.5,365000,365000,365000,379000,375000,369999,375000,369900,380000
"Lower East Side","New York","NY","New York-Newark-Jersey City","New York County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225000,1237500,1237500,1162500,1225000,1200000,1300000,1315000,1402000,1405000,1495000,1551000,1567000,1580000,1538000,1538000,1568500,1579000,1598000,1600000,1661000,1630000,1630000,1568500,1577500,1589000,1580000,1563500,1538000,1538000,1525000,1547500,1580000
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788000,798000,758000,729499.5,694000,687500,643500,649500,680000,691061,719499,748900,738000,729000,719998,698000
"Ahwatukee Foothills","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147495,160000,159900,159000,149000,138000,137000,139500,130500,139900,143500,144950,145000,147000,159950,157950,144900,153950,164000,156900,157950,162500,152000,161500,164900,165000,175000,180000,179500,180000,177200,177000,189500,189500,194250,181000,182000,179947.5,189900,189900,189925,189000,192500,185000,195000,194500,205000,199000,214000,215000,215000,215000,215000,215000,216500,215000,215000,214999
"Sylmar","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,290000,289950,291995,299000,291000,287000,320000,349900,349950,339500,3e+05,315000,318000,319900,327000,330000,330000,330000,337500,319999,319000,322000,325000,325000,317000,322000,339999,329000,340000,347450,345900,369500,369749.5,389999.5,370000,360000,385000,4e+05,420000,420000,397450,394950,404200,420000,414000,419000,399900,427500,427450,412800,419450,412650,419999
"Sharpstown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58900,65000,69900,69900,75400,68750,78995,79000,70000,67750,66000,77450,73000,73000,70000,72000,76250,79500,79000,79500,79500,76500,82500,80000,79950,87000,89500,85000
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000,254450,297450,315300,315150,315300,315300,315000,317000,3e+05,325000,330000,359000,329000,325000,355000,340000,338950,342450,343687.5,342475,338450,325000,349500,359000,349500,369000,359000,376500,385000,374950,379000,378250,376250,371981.5,369000,359450,365000,379000,382450,398000,395000,382450,397450,392000,385000,397000,399000,399000,394900,410000,410000,404500,395000,417500,397000,397000,390000,449000,449000,443900,438800,429000,437000,439900,439900,444450,459250,469000
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",36,275500,294450,294500,299000,299900,290000,292000,299450,299000,279000,271900,264450,264000,249450,249450,249925,249500,245000,241000,251500,250000,239714,239714,242500,258700,258700,257500,249950,255000,259000,255000,249000,249900,277000,289475,299450,299000,305000,308500,319700,319950,328500,349000,347000,349500,365000,362500,370000,359450,345500,335000,346950,344450,365000,374900,374900,367000,367000,359000,376200,357000,375000,389000,379450,399900,399500,385000,375000,384000,399000,399500,4e+05,404950,399500,419950,424900,421895,434900,424900,412500,409500,417400,419999.5,420000,429000,419000,430000,436975,449000,459950,447250,439000,439000,457200,449900,450000,475000,464500,459500,477000,494500,489250,487000,475000,462250,459974.5,459974.5
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",37,350000,349900,362450,349900,365000,369000,357625,339950,349000,335000,345000,334900,326298,335000,339000,325000,324950,324950,325000,320000,329000,329900,321000,311100,299000,282000,287000,299000,299950,299500,315000,325000,320000,320000,321500,319000,325000,324500,349000,379000,382000,385000,380000,399900,399475,399950,419000,419000,399250,424999.5,417450,425000,444499.5,439000,430250,439000,440000,449000,449500,449900,449000,468000,465000,456750,449000,454000,459000,455000,459000,456500,459000,474950,472000,463500,472000,465000,464999.5,469949.5,475000,475000,475000,484500,499000,499000,516000,512499.5,519000,519000,519000,525000,520000,530000,536500,526500,525000,529000,572499.5,576499.5,579000,549000,569500,560000,562500,560000,562497.5,559500,559950
"Southwest","Chula Vista","CA","San Diego-Carlsbad","San Diego County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290000,297000,295000,305000,310000,299900,304900,297000,299450,315000,315000,322450,347400,344900,344000,332500,319000,332000,345000
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234900,240000,245000,252250,255000,249000,256400,260500,279750,265000,262497.5,279950,274000,285000,270475,285250,3e+05,329495,313000,327400,3e+05,299000,299999,330000,354500,330000,325000,324500,325444,326500,326499.5,324950,322499.5,304950,305000,299900,310000,330000,362000,367450,369900,335000,332499.5,345000,349990,349000,369900,389996.5,419999,380000,405000,419950,395000,369900,366015.5,367000,385000
"Mira Mesa","San Diego","CA","San Diego-Carlsbad","San Diego County",40,210000,225000,219950,220000,225000,230000,209900,219900,205000,199000,223950,215000,210000,214900,211950,214750,210000,199000,199000,189900,190000,190000,185000,189450,185000,188500,195000,192500,189000,199000,198000,197000,199000,205000,199900,2e+05,212500,206000,212500,249000,259000,265000,260000,260000,270000,265000,270000,270000,275000,283743.5,295000,285000,285000,285000,295000,295000,295000,289000,292500,289000,285000,289000,299900,310000,299450,299000,305000,299000,299450,299900,314900,307000,309000,299900,309000,319944,312450,315000,330000,330000,332500,359900,349000,349450,359900,366950,369450,364800,369000,367000,364900,359000,354888,365000,365000,371000,374900,385000,385000,395000,4e+05,392000,390000,397000,399000,383000,397250
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens County",41,269000,269000,258944,252500,249949.5,249000,249000,249000,249888,249888,254000,249444,249000,245000,249000,245000,249000,239000,244500,239000,245000,245000,238888,234000,234000,239000,238000,240900,239000,239000,239000,240000,240000,245000,243888,248750,239000,239400,245000,249000,249000,249000,249000,250000,251500,249000,256000,249000,249000,249250,249999,258000,255000,268000,259000,269000,275000,269000,258888,263000,295000,309000,315000,299000,299000,308000,299000,302500,324989,299000,325000,299000,310000,318000,321999.5,330000,339000,339499.5,332450,336000,342499.5,349999,362000,369000,365500,359494,359000,363000,375000,399000,380000,389000,385000,389000,399000,389450,392500,389450,379000,385000,395000,425900,429000,419000,418500,429000,425000
"Cordova-Appling","Memphis","TN","Memphis","Shelby County",42,134900,129900,130750,124250,129900,129900,119900,118450,117500,117000,113500,117250,115950,114900,116500,119900,119900,119900,119900,118950,116750,109950,109900,112500,115750,116500,119900,119900,114000,109900,114450,114000,114900,118900,118900,115000,112800,109250,115000,115000,115750,116900,120000,122000,122500,119750,119500,117000,113200,105500,116750,118375,124900,137900,136900,125000,121000,121000,125000,127055.5,126111,130000,124900,119900,129900,122950,129900,132900,136250,143000,136450,139450,137900,130000,145000,141400,129900,129400,132400,124900,124950,125000,122999.5,129900,128950,129900,138000,142750,146700,139900,135000,135000,135000,141000,149887.5,149875,147000,145000,147000,154900,159400,150000,159250,139900,135950,138000,139000
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",43,327500,316500,335000,340000,345000,355000,349999,349974.5,345000,339950,339500,335000,324950,334950,334950,338000,329000,330000,320000,319000,305000,298400,295000,296500,299950,292500,304500,290500,304949.5,309999,307499.5,299900,297000,307499.5,294950,325000,369000,379000,382450,359000,375000,369850,379000,399900,369997,379900,362450,360000,354999.5,362000,376250,399900,409000,419900,419999.5,409424.5,405000,407425,410000,419900,392499.5,424500,425000,425000,431500,419000,417950,429000,429000,429500,429000,429000,419500,442000,442000,440000,459000,468000,465376.5,469900,469900,475000,479777,462000,463236.5,467499.5,481749.5,489949.5,475000,489949.5,486250,489900,489900,479900,487000,499888,489000,480000,499900,509950,519999,520000,522000,520000,516900,499900,498800
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,294499.5,282450,282700,279000,285000,278750,285750,289999.5,290000,287999,294500,287999,299999,277500,3e+05,320750,319000,317475,337000,322000,322250,325000,330000,327000,325000,330000,339500,346925,349450,340000,345000,342250,340000,332450,335000,349500,359000,365063.5,367000,379000,377000,369500,359000,364900,369475,374500,369950,379000,374475,379999,379499.5,379999,389000,379950,395000,395000
"Santurce","San Juan","AL","Auburn-Opelika","Lee County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312500,299000,325000,335000,312500,325000,339000,339000,345000,375000,399000,425000,435000
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104950,105000,109450,112250,116000,110000,115000,114900,117900,114900,116900,115000,114950,109900,114000,114000,120000,124900,119999.5,119999,130000,127500,129900,130000,129900,129950,132000,138250,135000,139000,136250,129900,129900,129900,129900,132000,133200,132450,134900,134950,138000,135000,139450,135000,143450,149000,149900,155000,159450,151500,149900,149900,149000
"East Village","New York","NY","New York-Newark-Jersey City","New York County",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545000,1525000,1505000,1535000,1525000,1500000,1525000,1600000,1575000,1600000,1645000,1650000,1675000,1700000,1780000,1475000,1425000,1475000,1475000,1635000,1595000,1600000,1537000,1480000,1515000
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,269000,269900,259900,279000,283011,281000,278900,272400,264450,279900,295000,289000,269950,274900,269900,269000,279000,288000,299000,319000,299000,304000,299000,319000,297000,299000,299949.5,299000,319900,330000,329500,344000,329000,325000,319000,309000,325000,349499.5,364450,334000,369000,359000,377000,349000,399900,419000,399000,371950,4e+05,427000,399000,389000,4e+05,449000,449500,447000,434500,464000,469000,459000,484000,439000,475000,491500,467000,469900,459000,469000
