"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.76712328767123,3.84307692307692,3.84615384615385,3.875,3.94011032308905,3.98148148148148,4.04761904761905,3.99583333333333,4.1,4.11694444444444,4.48047020484171,4.26648351648352,4.58720238095238,4.71531943662745,4.70079741230194,5.02599653379549,5.15463917525773,5.17567427102139,5.20833333333333,4.65688073394495,4.2725,4.11176470588235,4.10254515599343,3.85050701628598,3.80277777777778,3.89164941338854,4.01388888888889,4.12280701754386,4.04779752980652,4.29662280701754,4.59523809523809,4.51053921568627,4.35022026431718,4.295,4.04761904761905,4.16666666666667,4.12084426536732,4.095,4.0548048048048,4.17424242424242,4.25166666666667
"Corona","New York","NY","New York-Newark-Jersey City","Queens County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1640625,2.21519607843137,2.3593570608496,2.26166888248413,2.06084959816303,2.2939729397294,2.4,2.38007380073801,2.34855545200373,2.35714285714286,2.42590133513792,2.28301886792453,2.50175315568022,2.45125348189415,2.48607242339833,2.49303621169916,2.31242312423124,2.35560034979027,2.17692637292009,2.22222222222222,2.29520697167756,2.30661878917457,2.25882352941176,2.20465014048724,2.30769230769231,2.36363636363636,2.19811320754717
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416666666666667,0.410513361462729,0.416666666666667,0.416666666666667,0.444444444444444,0.444444444444444,0.444444444444444,0.455987311657415,0.459183231280578,0.5,0.441595441595442,0.509803921568627
"Sunset Park","New York","NY","New York-Newark-Jersey City","Kings County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19437652811736,2.21941354903943,2.16706254948535,2.16745843230404,2.19437652811736,2.1,2.10526315789474,2.13055303717135,2.2,2.21808115875617,2.22560975609756,2.14785514396829,2.21941354903943,2.31174643483006,2.20833333333333,2.275,2.14285714285714,2.11858974358974,2.41931752458068,2.44722222222222,2.5,2.49375,2.44722222222222,2.36072423398329,2.5,2.34541271210814,2.33990147783251,2.44749182330457,2.34090909090909,2.32788798133022,2.30789473684211,2.44452286843591,2.4,2.45454545454545,2.5197628458498,2.56776556776557,2.5,2.55277777777778,2.48275862068966,2.46717948717949
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.03025811375357,2.03180212014134,1.93376068376068,2.0012315270936,2,1.97159090909091,1.9047619047619,1.90747478616111,2,2,2.06329588014981,2.2094298245614,1.999375,1.95880724641653,1.91666666666667,2
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19563152896486,2.24179292929293,2.39291666666667,2.54283801874163,2.33793103448276,2.40583333333333,2.46843719222849,2.49798549556809,2.44274809160305,2.5,2.63636363636364,2.51798561151079,2.55338345864662,2.55338345864662,2.5,2.595,2.66,2.61538461538462,2.6693275862069,2.5875796178344,2.62884615384615,2.71409090909091,2.65972222222222,2.69230769230769,2.59935897435897
"Westlake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65925925925926,2.61432002022245,2.6478648820905,2.62703154875717,2.46153846153846,2.46666666666667,2.42719298245614,2.63068181818182,2.65555555555556,2.51785714285714,2.67005965697241,2.6115126484254,2.55992063492064,2.74596774193548,2.54700854700855
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82461240310078,2.45299145299145,2.18120805369128,2.17988974113135,2.18435402684564,2.15740740740741,2.17245989304813,2.16,2.11616666666667,2.19919786096257,2.285,2.19298245614035,2.15436241610738,2.07744821092279
"Downtown","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69242424242424,2.96145202266953,2.71493506493506,2.98214285714286,2.87024390243902,2.83659436493739,2.61309523809524,2.82,2.79578606158833,2.77452415812592,2.70957142857143,2.71031918008785,2.76607142857143,2.72559681697613,2.79326923076923,2.91538461538462,2.93660130718954,2.61230769230769,2.59747616020343
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55336257309942,1.6,1.57142857142857,1.61132478632479,1.63157894736842,1.63157894736842,1.54166666666667,1.55555555555556,1.53974548940992,1.61153846153846,1.56066176470588,1.66666666666667,1.64943009118541,1.69615384615385,1.695,1.66666666666667,1.69360160564824,1.66666666666667,1.67301829268293,1.66527777777778,1.63060428849903
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23205128205128,2.35667072855508,2.25566666666667,2.39642857142857,2.5,2.496875,2.55555555555556,2.51785714285714,2.6,2.61805555555556,2.57142857142857,2.55555555555556,2.5,2.5,2.5,2.46333300762165,2.421875,2.44761904761905,2.44811066126856,2.43888888888889,2.39541160593792,2.35,2.33441910966341
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23014967925873,2.33146853146853,2.25595238095238,2.22222222222222,2.21825396825397,2.14615384615385,2.33194842406877,2.3,2.4125,2.32313466787989,2.19342549502692,2.19960212201592,2.27586206896552,2.2975,2.3,2.07391304347826,2.2,2.29591836734694,2.28639269915617,2.28639269915617
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195,2.20833333333333,2.21203612479475,2.18204488778055,2.2,2.2,2.28638888888889,2.295,2.33333333333333,2.295,2.295,2.20208333333333,2.31339844248691,2.18171296296296,2.32018041237113,2.19866666666667,2.1875,2.248,2.21404761904762,2.32188888888889,2.19924623115578
"Murray Hill","New York","NY","New York-Newark-Jersey City","Queens County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82575757575758,1.92857142857143,1.92261904761905,1.91666666666667,1.92982456140351,1.92982456140351,1.95,1.98275862068966,1.91666666666667,1.9375,2.10003848867791,2.05844155844156,2.17172383465259,2.15311004784689,2.09923664122137,2.06774475524476,2.03846153846154,1.95974576271186,2,2.13504273504274,2.16228070175439,2.17647058823529,2.08012820512821,2,2.03846153846154,2.04347826086957,2.03355057829998,1.96865203761755,2.06896551724138,2,1.95,2.18181818181818,1.96637931034483,2.02453987730061,2.04195804195804,2.04545454545455,2.0625,1.96490856043932,2.13846153846154,2.11538461538462,2.26666666666667,2.18181818181818,2.21428571428571,2.28333333333333,2.31034482758621,2.3,2.20689655172414,2.21776315789474,2.312,2.21416666666667,2.14583333333333,2.18398601398601,2.13636363636364,2.15,2.21666666666667,2.23529411764706,2.23076923076923,2.139375,2.06818181818182,2.08238636363636
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens County",25,,,,,,,,,,,,,,,,,2,2.21969696969697,2.36875,2.27272727272727,2.325,2.30181339977852,2.32267441860465,2.29166666666667,2.23333333333333,2.16666666666667,2.25368413871075,2.4,2.367421875,2.31254854368932,2.31980519480519,2.2294887039239,2.22411935196195,2.2289156626506,2.25,2.24583333333333,2.26491228070175,2.26315789473684,2.31316725978648,2.33333333333333,2.33181818181818,2.33155326268823,2.395,2.44590643274854,2.3961301369863,2.34375,2.395,2.38636363636364,2.41727493917275,2.40833333333333,2.43181818181818,2.4125,2.45199386503067,2.45454545454545,2.39642857142857,2.35680485527544,2.33333333333333,2.31578947368421,2.39642857142857,2.3125,2.35314464712654,2.30965063449788,2.33111979166667,2.35,2.35294117647059,2.33333333333333,2.39791666666667,2.38461538461538,2.45,2.44444444444444,2.39666666666667,2.37397058823529,2.42142857142857,2.43819444444444,2.49583333333333,2.42639040348964,2.47916666666667,2.44994438264739,2.44444444444444,2.45454545454545,2.4,2.42374199184624,2.42142857142857,2.45,2.49583333333333,2.42582417582418,2.5,2.5,2.45161290322581,2.44140625,2.4,2.40854978354978,2.40625
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20454545454545,1.20454545454545,1.20454545454545,1.27913279132791,1.26157894736842,1.20454545454545,1.15526315789474,1.17727272727273,1.19090909090909,1.2050505050505,1.23076923076923,1.22375,1.27824390243902,1.25,1.23125,1.1625,1.30555555555556,1.27777777777778,1.3,1.27777777777778,1.25
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76923076923077,1.65369198526868,1.5,1.65,1.84615384615385,1.82052862229526,1.89833333333333,1.85135045567523,1.796875,1.75,1.80420759853237,1.75,1.68019480519481,1.75,1.8,1.75,1.8,1.836,1.84,1.84857142857143,1.85714285714286,1.90677966101695,1.79967948717949,1.84017027863777
