"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"Central","North Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67950,69200,68500,69450,70000,66000,73000,74900,70998,64500,69996,75000,75000,75000,81900,94500,91500,93250,94500,90450,91500,90000,89450,86250,91500,98000,98000,88500,85250,80000,80000,80000,88500,88500,84900,93000,97773.5,99000,110000,110000,110000,107000,109500
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689000,639500,675000,642500,640000,649500,669000,689000,680000,680000,677000,659500,675000,659000,659500,672000,675000,675000,698000,689000,699499.5,682000,682000,682000,677777,665000,659000,715000,682000,715000,742000,818500,719750,799000,817000
"Makiki-Lower Punchbowl-Tantalus","Honolulu","HI","Urban Honolulu","Honolulu County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287450,287450,285000,285000,277450,267000,265000,267000,282150,297000,305000,305000,289999.5,289000,295000,289000,298000,295000,299000,310000,307000,320000,306000,314000,329000,329000,330000,310000,299000,305000,305000,298000,292000,299000,299000,299000,313500,299000,299800,303000,319000,320000,325000,327000,329000,315500,309000,307700,299000,299000,302500,325000,330000,329000,302500,304950
"Neartown - Montrose","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218500,218500,219450,225000,239900,231000,231000,222250,219500,218000,227500,218750,208500,204500,209000,199250,209495,215000,215000,219990,220200,220000,204000,219500,215900,199000,210000,209000,209000,199500,205000,239000,231000,225000
"Financial District","New York","NY","New York-Newark-Jersey City","New York County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520000,1408000,1515000,1375000,1277500,1450000,1397500,1540000,1595000,1580000,1650000,1680000,1695000,1700000,1697500,1680000,1625000,1625000,1625000,1615000,1602500,1625000,1587500,1580000,1550000,1540000,1650000,1650000,1675000,1700000,1880000,1800000,1827500,1840000,1782995,1805495,1800000,1785000
"McCully-Moiliili","Honolulu","HI","Urban Honolulu","Honolulu County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346500,388000,388000,380000,385000,383500,365000,368000,375000,379000,375000,365000,369000,356500,358000,374400,370000,350000
"Flatiron District","New York","NY","New York-Newark-Jersey City","New York County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447500,1500000,1734990,1872495,1804995,1792500,1839990,1859990,1850000,1825000,1825000,1800000,1762500,1730995,1665990,1661990,1661990,1599000,1669990,1670490,1685495,1670990,1682995,1670490,1665990,1644000,1670000,1636000,1670000,1697500,1705000,1680000,1675000,1700000,1695000,1695000,1735000,1754000,1797000,1790000,1800000,1792500
"Winchester","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,109900,109900,118900,116500,119250,119000,120750,134995,131844,129950,139990,143500,154250
"Brickell","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",19,232900,239000,239000,244000,249000,244700,244000,235000,239000,229000,239000,240000,244900,259000,249900,250000,275000,270000,277000,270000,270000,270000,279000,282052,277726,275000,280000,290000,299000,299000,295000,289990,299000,295000,299000,305000,3e+05,320000,320000,319900,325000,332000,340000,340000,349000,345000,340000,345000,349000,349250,350000,350000,354638.5,350000,350000,350000,359000,355000,359700,359000,359900,355000,350170,350000,349900,349000,347500,349000,350000,350000,365000,365450,361500,359450,350000,350000,345000,345000,345000,348500,349000,350000,358000,355000,358000,349900,349900,350000,355000,355000,358500,360000,365500,375000,369900,375000,369111,365000,371250,370000,379000,370000,375000,375000,375000,370000,369000
"Flamingo Lummus","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",20,211000,214000,199000,198000,195000,185000,180000,189000,189000,185000,189000,179950,179900,189450,195000,199000,2e+05,199000,199000,225000,219999.5,225000,240000,244900,225000,225000,229900,230000,235000,239000,240000,239000,239000,224950,218500,229999,237200,245000,240000,244900,235000,235000,251500,259000,259000,259000,259000,269000,265000,269444,266000,265000,269000,265000,266500,265000,265000,265000,276950,280000,286250,278000,269900,269000,269950,265000,264700,265000,260000,268000,275000,280000,278600,279000,275000,279900,280000,279000,280000,278000,275000,280000,280000,285000,284950,279000,275000,274900,269900,269997.5,269000,268000,265000,265000,264750,260000,259900,259450,259900,259000,259000,259000,252500,254000,255000,255500,259000
"Rittenhouse","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",21,342450,344900,359900,329000,329000,329900,325000,340000,325000,324500,319000,319000,309900,312400,324000,315000,327450,315000,292500,294900,310000,321500,330250,339450,339000,332000,329950,302400,275000,323650,308675,319950,329000,309900,305000,314950,339000,335000,332450,344500,324000,324000,357000,334000,314950,329900,335000,335000,357499.5,349900,345000,335000,340000,345000,347000,335000,339500,329000,327000,330000,334450,369450,375000,350000,389450,359900,362450,365000,379000,379900,399000,417450,449000,379900,389900,379000,377000,387450,387450,449000,449000,429000,429000,429000,424950,417450,375000,369000,369450,375000,365000,389500,372450,369900,354500,359900,374000,374000,363000,360000,349900,349950,345000,339000,335000,332450,329450
"Tribeca","New York","NY","New York-Newark-Jersey City","New York County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175000,1799000,1597500,1600000,1602500,1575000,1595000,1602500,1602500,1602500,1595000,1602500,1580000,1597500
"South of Market","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816500,874500,874000,849000,799000,799000,789000,799000,799000,799000,849000,799000,820565.5,846500,849000,870000
"Downtown","Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217500,220750,217000,215000,215000,209500,210000,224500,232000,235000,209500,214500,225000,199000,184900,199000,199950,199750,199000,197000,207450,212500,209500,205000,215000,215000,220000,219000,217250,249000,249950,229000,229000,222000,2e+05,220000,239900,239900,253700,257500,245000,239000,252450,229750,217500,217500,207000,208000,215000,228950,229000,235000,232000,239900,239000,234975,235425,230000,228750
"Waikiki","Honolulu","HI","Urban Honolulu","Honolulu County",25,309000,318000,315000,309000,299000,285000,275000,265000,280000,289500,283500,305000,3e+05,299900,298400,298000,310000,310250,306500,310000,315000,310000,315000,323500,324500,315000,319000,315000,315000,319000,319000,345000,344000,325000,330000,325000,325000,325000,322500,325000,343500,335000,369000,368000,349000,330000,347000,339000,346500,329000,348000,365000,365000,345000,354000,358000,348944,375000,379000,376500,376500,369999.5,370000,389000,379000,375000,380000,375000,375000,379000,368500,369000,380000,350000,369000,369000,359000,359500,379000,375000,379500,385000,379000,385000,368500,387000,382500,371500,382500,393150,380000,365000,361500,386000,385000,410000,425000,429000,417000,405000,408000,389000,4e+05,399990,4e+05,398000,408000
"Midtown","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",26,145000,144900,149900,156500,159900,159000,159000,159925,153950,149900,149900,148950,148500,149900,147500,137500,139900,134000,132500,137500,139000,139900,139900,131000,132000,125000,125000,129800,129900,130000,130000,135000,135000,130000,134950,134900,135000,149500,149900,162449.5,154900,165000,162900,163950,165000,169950,169900,174900,170700,179000,175000,175000,173900,174950,180000,179900,179900,184900,184900,184950,190000,194900,185400,188000,183900,192500,197600,209000,202450,215000,209875,207000,214900,214900,221250,219450,220000,209900,209950,211450,219900,215000,210000,216000,219900,225000,229900,232450,229900,229900,229900,239900,239900,230000,234900,244900,244900,244900,247000,249900,275000,265000,251000,265000,253500,254900,266750
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",27,195000,189500,185000,180000,185000,179000,175000,175000,172500,169900,175475,171000,165000,179900,175000,178500,189500,188700,193900,194000,199900,215000,220000,216250,200500,210000,220000,222217,230000,229000,230000,239000,239000,229000,239000,254500,262500,274900,279900,275000,279000,280000,289900,295000,290000,297000,3e+05,309000,309000,315000,320000,323900,319950,319450,325000,325000,325000,322400,339980,347000,336900,330000,330000,329000,3e+05,299700,299949.5,299000,304950,308850,329000,339000,339500,350000,349000,345000,340000,340000,339000,331995,325000,319000,319000,317000,324450,325000,329000,330000,330000,330000,330000,330000,320000,319000,319999,319000,317500,317000,329950,329000,330000,339000,352350,351700,360950,358000,357000
"Astrodome Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141750,138500,129900,130500,137250,144000,142000,148500,149000,149900,148750,148000,149500,149250,148000,145888,148000,144950,143300,135000,129500,130000,133900,135000,145000,147750,146450,144000,140000,139900,137500,136000,135950
"Ala Moana-Kakaako","Honolulu","HI","Urban Honolulu","Honolulu County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432000,412000,475000,449000,467700,479000,419000,488250,499000,531500,550000,544500,559500,550000,575000,575000,569000,530000,534500,530000,530000,530000,543944,543944,522500,525000,497800,498400,496400,496400,511500,588800
"Downtown","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156950,169900,165000,174900,171000,169700,169900,169800,164900,169900,169900,175000,165000,174611,150000,155000,175000,169900,170950,169900,169900,159500,150000,169900,185000,196950,190000,190000,184900,180000,179950,190000,197900,205000,209900,184950,203000,196000,214950,219900,199999.5,203000,212500
"Downtown","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",31,239500,239500,240000,240000,240000,239990,249000,229000,229000,230000,230000,230000,225000,230000,225000,210000,225000,240500,254250,278000,267450,270389.5,285000,295000,288500,279900,287000,290000,299000,299000,295000,288000,309900,298000,3e+05,324900,325500,324500,315000,311450,325000,335000,335000,330900,335000,350000,349000,349000,350000,344000,335000,331500,335000,331500,338750,338750,330000,330000,330000,330000,328950,324000,320400,323450,336400,330000,325000,325000,329000,333000,347000,340000,350000,350000,350000,339995,339000,337500,335900,337900,329900,320000,315000,318000,315000,315000,310000,305000,3e+05,3e+05,305000,310500,309950,304900,302500,310000,310000,315000,309000,305000,310000,305000,299000,299000,299900,299000,299000
"Dupont Circle","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399450,399450,399950,392000,392000,409500,404450,404450,399900,399900,405000,435000,414900,424900,429500,420000,419000,412000,412000,415000,410000
"Hunters Point","New York","NY","New York-Newark-Jersey City","Queens County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,737500,740000,757500,765000,765000,775000,775000,780000,780000,780000,8e+05,8e+05,8e+05,8e+05,8e+05,810000,8e+05,8e+05,815000,820000,815000,817500,820000,815000,825000,819000,827500,825000,825000,8e+05,825000,835000,856495,865000,875000,849000,883740
"Downtown","Honolulu","HI","Urban Honolulu","Honolulu County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000,260000,305000,312500,340000,339000,327500,325000,335000,330000,315500,325000,305500,313000,288750,288750,244000,248800
"Downtown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257000,249450,255450,249500,249500,249900,249500,257500,242950,264900,264900,272900,265400,264900,259950,249000,245000,243250,236797,249250,249000,242898.5,249000,240000,242500,246250,245000,249500,249500,249500,249250,254429,257000,279250
"Kings Point","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,51999,53700,54900,53000,53000,53500,52900,54700,55000,55250,58950,59838,59900,59900,62000,62000,62000,59900,59500,58990,59499,59500,59700,59900,59900,59900,59900,59900,59900,61250,59500,59900,61450,59900,64999,65900,66800,66495
"North-East Coconut Grove","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278000,325000,325000,325000,325000,302500,320000,317500,317500,289000,275000,275000,275500,3e+05,302500,305000,299000,287000,285000,261050,257000,265100,275000,263000,269000,299000,314999.5,319000,309000,327000,270000,289000
"SoHo","New York","NY","New York-Newark-Jersey City","New York County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775000,1975000,1775000,1875000,2075000,2170000,2145000,2110000,2075000,1762500,1775000,1640000,1640000,1632500
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",39,299800,297000,285050,287500,295000,292000,289900,285000,285000,279950,279000,273000,280000,280000,274900,259500,269000,274950,275000,287000,291000,284950,285000,289000,289000,280000,299000,299000,317000,315000,299000,299000,319000,315000,310000,329000,345000,349000,349000,349000,347000,349000,349000,340000,345000,349950,350000,350000,348000,365000,364000,369000,375000,375000,374000,389000,399000,396500,399000,399000,425000,425000,415000,412000,399500,393400,376750,389000,415000,417709.5,429750,425000,447000,455000,475000,495000,482000,475000,475000,459000,450000,452500,461950,470000,449000,439000,439000,453200,453200,449000,444450,439000,439500,435000,439500,438000,439000,445000,439000,429000,422450,415000,425000,420000,424000,425000,425000
"Palm Aire","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,79900,80000,80000,80500,86250,83000,83950,85450,82500,82000,84950,84900,85000,93400,90950,91000,92000,89900,92500,91200,89900,91750,88250,93900,94450,92984.5,98500,99500,102447.5,99450,102650,103000,101450,99925,99925,99900,99500,99500,97950,97950,98500,97000,109500,109900,107999,107999,108500,108500,109000,112800,114950,119900,117000,116000,117000,114777.5,115000,120000,124900,124950
"North Buckhead","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257400,254900,254900,249950,242000,245000,250000,274900,274700,259900,258800,249900,268500
"East Village","San Diego","CA","San Diego-Carlsbad","San Diego County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442450,464900,479000,479000,477000,464900,447499.5,459900,459900,439900,439450,455900,439000,444500,459900,464900,474000,479950,449500,459500,450000
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,195999,195999,182500,189000,189000,189000,189000,189000,189000,189000,187500,185000,180750,176200,195000,219000,222500,219700,209000,209500,214900,216950,199000,195000,195000,193250,186500,194250,192000,190000,179000,185000,185000,187500,175000
"Sea Pines","Hilton Head Island","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975000,895000,895000,895000,895000,897499.5,895000,850000,839500,837500,799000,850000,919500,979000,877000,879000,897500,919500,959000,929500,875000
"North Ponce de Leon","Coral Gables","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227450,238250,250000,260000,259800,262500,270000,259800,265000,272400,275000,254999.5,250000,265000,275000,270000,264500,280000
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",46,169900,157500,165000,160000,159900,159000,164950,169900,164900,169000,169000,168500,162900,169000,169000,174800,175000,178900,178900,184949.5,181000,179950,180000,180000,184000,186000,195000,195000,196500,199687.5,215000,2e+05,224950,217000,219000,215000,219450,219000,216000,219000,220000,219900,225000,247500,254900,264950,264950,267500,266000,260000,265000,265000,268000,268500,274700,274450,277000,277000,278500,279250,275000,279000,280000,279000,280000,279000,295000,299000,299000,299000,309000,304900,299900,289000,290000,299000,299000,299000,292500,293900,299000,299000,3e+05,306000,304995,3e+05,299908,299900,299000,295000,299000,299000,298000,299000,299000,298000,299000,295000,292450,289900,289000,289900,298500,299000,299000,295000,294000
"Hilton Head Plantation","Hilton Head Island","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",47,499450,524500,499450,487000,477000,499000,462500,492450,489900,459500,450000,450000,459000,444950,462000,469000,460000,451000,459500,460000,447500,455000,428500,455000,426750,434200,504000,478950,499400,469500,474000,465000,474000,460000,489000,460000,479900,499444,499000,514500,521750,498472,498444,479000,479000,541950,479900,547400,539000,525000,544000,539000,519000,519900,499000,496750,499000,495000,498500,495000,489900,488450,479900,479000,489900,479900,482000,482000,485000,494000,492000,484000,489000,489000,482000,497000,509000,509000,554500,537500,509499.5,537500,519000,499000,485500,494450,519000,547000,549000,549000,520000,549500,540750,549000,531750,549500,506950,559900,549900,532500,549450,514900,495000,504950,534900,524000,499000
"Pearl District","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,469900,472450,474900,460000,450000,449000,449000,464500,464500,479000,479000,464000,441500,429700,429213,429556.5,441500,455000,487450,492000
"Union Station","Denver","CO","Denver-Aurora-Lakewood","Denver County",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000,450000,429900,440000,460000,467500,482000,513500,549450,550000,580000,529900,510000,517500,520000,547500,555000,560000
"Beach","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",50,165000,162000,159000,169000,169000,169999.5,170000,152450,169999,153000,150000,149699.5,145000,150000,152750,150000,149900,149900,149500,149900,150000,167000,157000,159000,149900,159000,158900,157500,152900,157500,158500,158900,158900,156950,164900,161900,169200,169000,169900,169900,163949.5,164250,168500,173950,175000,178000,185000,179900,182000,182000,179500,177500,179000,174000,179000,169000,179000,174000,169750,167000,172125,176450,175000,169750,169000,161000,158000,164700,164900,164900,167900,170000,179900,175000,187500,178250,186950,194500,194500,198000,195500,198000,197000,199900,220000,198950,199950,2e+05,215000,249000,249000,230000,224500,219500,219500,209500,219000,224900,224900,222400,215000,215000,207500,224950,224900,217000,215000
