RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
17799,Dormont,Pennsylvania,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153700,156200,135e3,143900,144300,149500,147700,148700,138400,131100,152400,160100,162500,137600,142600,141400,139300,135300,152500,157600,162e3,148200,169900,178700,194e3,174700,168600,167200,160500,156900,145300,
763978,Empire Ranch,California,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309700,331300,324800,341600,327e3,315200,326e3,308300,322400,305200,310300,342200,346e3,394900,405e3,464700,435800,430300,405700,420600,399200,357800,344500,365400,399100,395e3,392400,401600,432700,446100,432e3,409100,394200,398200,403600,389600,391500,402100,401800,409700,405900,419800,411400,425600,432200,467700,470200,463100,431500,417e3,423100,431100,432900,440600,455600,456800,475800,456600,474700,465e3,492100,488900,491200,477200,454700,449800,472200,499400,495800,490200,467900,486e3,484100,512300,515800,514200,513500,502e3,500400,520700,496200,521300,518e3,579e3,572600,569400,542800,565400,562e3,639800,659500
342745,Aurora Hills,Colorado,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176900,175500,175300,183e3,184700,198100,201800,201800,209300,202300,209800,205400,218100,224400,226100,222500,230900,231e3,240700,242e3,245300,250600,261900,264600,260800,242700,252700,250900,256300,249100,251e3,259700,264900,278500,252300,256800,253600,279300,277100,274300,265700,259600,240700,261400,292300,306400,306e3,288600,316200,316700,323e3,301900,286600,287600,302600
13621,Rumford,Rhode Island,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251100,244e3,257100,245600,232900,220100,231400,232500,235300,232100,244600,252800,229100,201100,201600,233300,268100,27e4,267600,256900,279700,279300,270200,249100,222400,234700,213300,255e3,253900,279300,261200,277100,305500,
403405,Pine Hills,Georgia,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122700,123800,120300,127600,148400,153e3,153e3,138600,148900,159700,173700,195e3,185500,173500,143400,146400,156900,157900,157600,151200,154400,161800,173e3,180300,181900,192900,189400,182700,167100,168300,174800,177100,176600,175100,173800,175100,182800,191100,187900,187200,178700,188800,218200,226800,222700,194300,190800,193e3,191e3,194300,195500,201200,204e3,203100,205900,203200,209900,233600,266700,261800,233800,202200,210600,215900,268800,266500,268500,223800,228600,234e3,237500,232300,227400,231700,237600,241400,244e3,241400,243400,242200,
416371,Central Oak Park,Florida,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77700,79e3,71300,77700,77700,84500,86300,85800,86400,85400,89300,86400,92700,85100,90800,92e3,102100,104400,106100,96500,97e3,94800,109700,116200,123500,118200,120500,126300,125e3,125500,129100,134400,139700,147400,150400,149200,134600,142800,142700,148600,143e3,142e3,147e3,165400,179300,180100,174700,158500,167e3,157800,165400,155300,
114839,Richmond Heights-East Richmond,California,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450800,449200,445600,383e3,402700,383400,433200,474700,490700,497300,445600,464900,419500,417800,417100,490400,487700,524700,539700,581900,542e3,549400,559900,582e3,534700,509300,506500,538400,541e3,557300,579200,609500,620200,645500,638900,571e3,534900,549200,620500,594800,589400,563700,603700,644900,690900,695e3,704200,698200,715200,692200,635400,635400,626800,660900,657600,698e3
343245,Otay Ranch Village 5,California,722,406500,384300,333600,351900,348400,336900,298400,279100,264800,278700,294800,336900,315200,300600,249400,283200,259600,268800,248300,276700,283700,311700,330200,335e3,300200,286500,271900,317200,311900,286300,272600,260900,269500,261900,288400,332e3,338700,320300,309600,294800,306800,296700,277400,267300,247600,266300,271800,316400,327100,329900,296700,281700,270500,284100,308300,325e3,342300,351700,340700,354400,329300,355200,358500,395900,407200,421500,414300,380300,373800,384900,419300,391800,386500,378200,407700,417100,419400,367300,326200,321800,359700,393500,385400,390100,400600,424600,431800,399200,360200,339300,380800,421800,455100,408e3,422100,455600,503200,500100,470300,459900,414300,410200,392100,441200,45e4,480200,478400,483400,485e3,432900,423200,428700,477800,482700,489500,503100,526500,530300,509300,536500,526800,553900,510200,509300,479200,,,,
272801,Arrowhead,California,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209200,21e4,207500,209700,216200,218800,220500,218300,221700,225e3,231500,229300,229400,228400,232200,231900,226800,232400,240900,240800,241300,238900,248700,237600,240400,237400,254700,256600,263500,262800,264500,246e3,247600,243500,268e3,266100,265400,264400,274200,279e3,274400,272100,280800
268330,Natomas Park,California,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233300,24e4,239700,240700,224700,224300,226e3,236900,241800,244600,248600,264200,277700,287500,285900,291600,301800,309800,304e3,306800,315800,321e3,320600,311e3,317900,329900,336700,341100,340800,361500,356100,348800,325900,334500,330100,335200,345e3,346e3,350600,334700,341e3,331900,363100,377300,393900,380400,383200,398400,393e3,378700,377300,402200,396400,379900,370800,382e3,395200,392800,4e5,402900,402100,415500,418400,414600,408300,418600,425300,419700,412e3,406100,416700,413800,426400,429e3,435500,432600,410400,412700,418400,439900,428e3,425800
275993,West Sugar Creek-W T Harris Bl,North Carolina,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123300,126200,129800,135100,136600,137200,136400,138700,136300,136800,134600,137500,137700,139200,137500,136500,135400,150900,155100,158100,149200,147200,148500,150900,146400,151900,153e3,174500,174300,177200,168700,170400,169e3,171400
273579,Eastgate,Washington,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462200,449100,452e3,465400,470800,466700,461500,448900,419300,448600,471700,468800,454700,471100,507800,498300,511e3,499100,525e3,524e3,564100,535600,548200,553e3,582300,584600,574700,582600,574e3,583300,597300,622800,626200,610600,610100,614500,662200,662800,701200,697e3,732e3,803600,797600,830900,760500,737400,717900,745700,778200,776400,831700,854200,834200,752700,738400,754600
243204,East Ocean View,Virginia,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350500,416300,430200,418500,327600,341300,347600,345200,383500,401500,407300,369800,340500,299500,254200,262900,289400,316800,274e3,277600,283300,326100,317700,288300,281500,
273346,Corbett-Terwilliger-Lair Hill,Oregon,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294e3,275600,272500,312600,322400,297800,269700,268400,275100,250900,230800,236800,273100,298700,294700,343200,381600,396800,358e3,334900,316500,381300,386800,419400,364600,372300,360300,345800,317500,324300,343700,353900,349300,342300,338200,352200,323800,314e3,308300,333e3,351700,346200,352500,346300,352800,351700,353400,360200,359300,355e3,355500,364100,371700,376900,368300,394500,439900,445800,435400,388300,366200,389300,392100,450500,444e3,451600,411500,402200,406200,422600,442300,424800,443800,499e3,528600,508800,461500,455400,445e3,495100,483400,531200,470500,463e3,446600,488500,494700,495e3,449900,459400,466200
344033,High Point,Washington,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419100,412600,410600,420100,428900,435700,423900,431e3,444700,455100,477500,499900,510600,514300,508800,512100,506400,509e3,520800,505400,510200,517200,559900,561300,593100,609800,592700,560700,521e3,531100,506100,496e3
274604,Mount Scott,Oregon,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141e3,145300,159300,147400,167800,161100,166200,154300,146700,158200,163900,181500,186700,175900,171100,157500,162100,157300,168100,168400,183700,189100,186700,184800,203600,214100,214300,201500,204700,202800,210100,217300,235400,232e3,229900,226800,228500,206400,211700,212100,241800,237200,238e3,235300,235700,242200,238600,234900,232100,239100,251e3,234400,236300,256700,285700,277500,274100,281e3,309900,316600,303100,302200,300100,320200,324e3,322800,325500,314800,316400,316500,333200,345800,355e3,353200,364700,360400,357700,345700,34e4,341300,332500,335e3,319700,322600,353400,374900,387200,355e3,38e4,372300,388600,371500,374200,362400
125141,Loretto,Florida,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118100,115500,122700,127800,139100,135400,139e3,131400,131900,125800,124100,122300,124500,137100,127600,128300,110300,114500,109300,122800,127800,137300,136200,142800,148700,157e3,168200,164e3,147500,142300,155900,166300,161300,149300,150400,147700,155600,157200,181100
