"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300000,6300000,6530000,6500000,5950000,5999000,5300000,5300000,5972500,5997500,5650000,5725000,5950000,6390000,6200000,6299999,5937500,5937500,6225000,6250000,6250000,6200000,6275000,6425000,6225000,6225000,6e+06,5975000,5750000,5250000,5250000,5250000,4995000,4992500,4994000,4994000,5497500
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109950,109900,108450,112900,119900,120000,115749.5,119400,112900,111130,109900,113680,118950,117900,121500,123000,119000,124900,120499.5,115000,117000,119719,125933,126450,131450,126722,129990,135000
"North Highlands","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,139250,147000,145000,140000,149900,153500,155000,155000,155500,162500,165000,164500,169900,168300,163250,162250,144670,168500,164497.5,168999,169950,180000,179900,179945,179925,184900,181500,185000,185000,184950,185000,190000,199500,199000,202450,204500,209975,219900,224900,219900,219000,217500,219000,219000,220000,229949.5,237250,239900,246000,248500,249000,249000,249000,246499.5,248900,249250,250000,255100,255000,254000,254950,255000,255100,259000
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso County",103,239900,231900,239700,244900,244900,240000,244900,244900,229500,229000,219900,210000,211000,217400,209900,229900,232450,232250,229900,232450,239000,232450,225122.5,225622.5,239900,240000,235000,245000,235975,244000,235000,235975,229700,229900,229900,239900,239250,228340,239450,243000,244900,249900,259949,256250,249900,234900,237200,247925,236700,250000,249900,257250,265000,268900,265000,269900,252900,259900,255000,255000,271900,274900,264900,271900,279900,275000,275000,274950,279500,274900,271900,271900,295000,269000,269950,280000,269700,275000,279450,280000,279950,279000,282175,284350,299999,305999.5,289450,299000,299450,309000,305000,329700,320000,331500,315950,329700,350000,359500,352000,368676,372710,350000,349900,350000,349900,340000,309950
"Newbury Park","Thousand Oaks","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",104,524000,499000,529000,499000,499000,499000,529000,519000,521500,529000,516750,499250,485000,499500,519500,499450,484000,489900,520000,499000,492500,495000,499900,5e+05,515700,515700,442900,469900,459600,479000,471950,475000,475000,459900,462000,432450,435000,449900,459000,489000,499500,538950,540000,532000,535900,549900,544500,529000,519900,525000,512475,528500,549000,549000,550000,569950,559900,548000,554999,556999.5,569900,549000,547000,549450,574000,552000,544450,578000,568995,585000,564500,554750,604450,612000,622000,654450,659450,660000,639500,629000,622500,624900,625000,624950,599900,579500,599000,633450,649500,644500,621450,619000,608000,614950,614500,619900,639000,640000,644500,652500,649999,659900,659500,664500,657000,666950,679900
"Carmel Valley","San Diego","CA","San Diego-Carlsbad","San Diego County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,799000,765000,775000,785000,749900,765000,799000,799000,795000,780000,750000,787500,835000,849000,888000,924000,975000,950000,879000,859000,857000
"Salem","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208450,202450,189000,172500,198500,198700,215000,223250,219950,217000,236000,244700,244900
"Jefferson Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",107,259000,271950,269000,269000,266950,269000,289000,281000,269900,269000,269000,250000,264450,259900,269000,275000,275000,259000,259900,259900,258950,249900,249900,249900,249900,261950,240000,244500,249250,239900,239700,239000,229900,229900,224900,224900,230000,267900,252000,248785,248892.5,249900,259000,264838.5,269900,265000,249900,249000,252400,271950,284900,314000,294450,288500,279900,285000,287450,297000,285000,260000,277490,279450,295000,299900,299900,299000,289900,279900,293750,297000,295000,288650,275000,284900,307900,309000,325000,325000,325000,299900,310000,299900,299900,321250,314100,324950,328500,325000,329000,325000,329000,325000,312450,315000,312500,308950,305000,332338.5,334950,356500,365900,350000,349000,346975,339000,335000,335000
"Briarforest Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,255950,294250,299900,298750,299200,282973,286950,279999,289900,299900,289000,309950,309900,334500,329500,330000,329000,334450,319900,329900,349000,344450,347250,357950,364450,349900,331950,349900,358700,358950,350000,350000,348500,350000,359450,374900,374900,367000,352500,339900,324900,325000,338700,341700,338250,317450,329900,339000,347500,342200,335000,339000,325450,330000,339000,321500
"Rancho Bernardo","San Diego","CA","San Diego-Carlsbad","San Diego County",109,510000,529450,525000,525000,520000,5e+05,499000,497950,489900,465000,450000,449950,449450,469900,459000,445000,442000,442500,429500,419950,415000,428500,428950,435000,428000,429500,429450,449500,459000,462900,434900,439500,436950,433999,439450,469000,475000,492000,525000,529000,525000,529000,539450,530000,549000,549000,559000,579500,575000,564950,539000,534000,529000,544900,499999.5,532450,537000,530000,535000,536500,550000,569000,578000,619000,609000,607450,599000,599000,598000,579500,589000,591750,599000,599000,585000,587000,624900,630000,629900,637000,639000,634500,622550,644000,650000,644500,624500,629950,629900,629000,624500,625000,642500,649000,650000,649000,689900,675000,675000,679000,739999,699000,705000,705000,679900,675000,679450
"Olney","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",110,90000,94950,99450,97500,92000,95000,91000,92000,90950,89900,89990,89900,89900,86750,89000,89900,89700,89900,89500,87950,85500,85750,85500,85500,85000,84900,85000,86000,82450,79949.5,79949.5,79000,79000,75000,74950,75000,74900,75000,75000,74950,74900,75247,74999,74999,78999,75249.5,74950,74900,74900,74900,74900,79000,78500,77500,75000,75000,78000,80000,79000,79900,79900,79900,79900,79900,76750,79900,75000,76950,76000,75000,77999,79900,77000,76000,79900,79900,79900,79900,79450,80950,87500,89900,82500,79950,80000,85000,88950,88126,89950,90000,89900,85000,85000,84990,83900,79999,82988,85000,83944,86000,81000,90000,89950,94499.5,99500,1e+05,1e+05
"Portage Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",111,259450,259000,259900,259900,270000,270000,264450,244450,234000,230000,230000,225000,219000,218000,240000,223000,239000,237000,239000,239000,229450,230000,229000,207000,199950,224000,230000,212000,229000,221500,229000,227500,227400,229900,241950,229500,224900,224900,216400,229500,244950,257000,239000,234450,234900,219900,224900,249949.5,249000,257499.5,249999,274450,282450,275000,257400,254499.5,249700,249949.5,246950,241950,269900,249949.5,264900,269450,269900,269900,278000,275000,274500,279900,279450,268950,277000,299000,299500,291700,289000,289900,314900,314900,319900,305000,299900,309000,304900,324900,327400,329900,324900,325000,334450,340000,346950,344950,339700,340000,325000,329900,328950,334950,344999,348888,349000,342400,339000,349000,332000
"Oak Forest - Garden Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,349950,345000,359000,350000,359500,357250,365000,359875,359450,354500,359000,343500,334450,335749,338500,338000,339877,336450,325000,339700,342450,349000,349000,359950,349900,349900,347000,349900,350000,359000,374900,379000,375000,365000,352450,350000,349900,349900,388000,369725,382400,377000,379000,375000,365000,360000,359450,355000,350000,350000,351990,349700,343745
"Valley High-North Laguna","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176999,176499.5,179900,185000,185000,186500,194500,199900,199900,185000,166000,190000,195000,2e+05,203500,207450,209450,213377,209950,210000,218000,228250,229900,229900,234950,239000,245000,247450,240000,250000,250000,250000,250000,249700,251500,249900,257450,261450,265000,268000,271950,275000,279900,275000,279000,279000,275000,270000,273000,284200,285000,299000,299250,297000,295000,299894,297500,295000
"North Cheyenne","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",114,119900,120200,120450,120200,120200,115000,118500,117950,114000,112250,114900,110000,109000,109000,108450,108900,104990,104050,99900,99900,95700,98500,99000,97150,99000,99000,99900,99900,104700,115000,109000,109000,109000,114900,114900,115000,120000,125000,130000,138250,145000,144900,145000,149450,152000,154450,153000,155000,155000,158000,159700,159900,163750,165500,167400,165500,175000,169894,170000,173749.5,177000,178000,180000,189900,186900,181500,189900,185450,185000,185000,185000,185000,184945,189900,192450,190000,195000,198000,199900,197950,195600,199990,202000,207250,210000,218950,224900,224900,220950,224900,229500,220000,224900,234990,230000,239800,240000,243950,249990,240000,254000,260000,267900,275000,273944,269900,269900
"Coral Way","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000,385000,385000,367450,375000,393000,397000,411450,411450,421500,415000,421500,399000,399000,399000,364500,390000,425000,399000,438500,404900,420000,404900,402200,409000,450000,459000,449000,449900,450000,450000,460000,450000,464500,519000,545000,495900,494500,498950,504950,527000,547000,549000,584625,580000,577500,565000,587000,569000,558950,572000,575000,575000,572500,572000,554450,530000,530000,597000,597000,562500,599000,599000,599000,550000,529000,558000,580000,566500,535000
"North","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256950,275572.5,276875,276145,269000,279900,275500,276000,293025,285500,261675,279000,295525,295262.5,289450,295000,306862.5,315000,297000,299817.5,318828,325713,334132.5,344901.5,337990,340490,338730,334990,317500,314900,317990,310000,314995
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",117,319000,307327.5,310287,317495,324900,315000,309000,317000,314900,305000,299990,299900,299900,299900,299994.5,299900,309990,312950,305000,314500,309900,308490,310000,315000,324450,324900,327990,329900,329990,335000,335000,329900,338800,329000,339900,349900,349000,351900,359990,379900,398000,399450,399000,409900,422500,409950,424450,419000,429900,435000,437433.5,435250,449900,450000,459995,479900,489900,495000,485000,489000,489900,499000,489900,494900,479900,479900,475000,474900,469623.5,477000,469000,469000,469000,485000,498950,485000,489450,485000,479000,489000,494950,479950,479000,480000,479000,479900,485000,490000,487900,485000,499000,499999,499900,499900,494900,489900,492450,487000,475000,479900,489000,474450,479000,469000,480000,489000,475000
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108500,99000,110000,120000,129500,129750,121950,115825,120000,120000,128000,128450,118700,120000,115000,125000,122500,125000,125000,129900,136000,132450,129900,129900,134900,136000,139900,138700,134500,129900,130950,129000,119900,119859,120379.5,128950,129000,139500,160000,147400,149450,139750,129450,130686,140000,144750,130000,137500,140000,139950,148000,149450,148450,130000,146250,147500,145000
"North Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",119,519900,529000,525000,525000,499500,499000,499000,499000,498500,489000,467000,449888,450000,477450,460000,459000,449450,455000,454900,459949.5,460000,474000,468450,450000,467000,468000,449900,447000,468750,469500,459000,469500,484250,494950,527400,532000,519000,539000,569000,549000,549000,489900,499000,525000,532000,517000,519000,549000,539000,549000,559000,575000,595000,595000,575000,650000,615000,575000,584900,669000,669000,704250,677000,649500,649000,634900,645000,624000,685000,682250,679500,692000,712500,693500,675000,675000,686250,684500,627500,659000,677500,694500,715000,689900,717500,694000,725000,732450,712500,729500,715000,715000,712120,725000,799000,749900,739000,719900,724000,715500,690240,695000,699725,717000,750000,755000,775000
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469450,475000,479000,515000,522000,515000,514000,499000,499000,499000,499000,477000,445000,449450,449450,449000,474900,475000,450000,434900,449900
"East Reno","Reno","NV","Reno","Washoe County",121,145000,145000,145000,139900,135000,132500,126450,122450,119900,125000,120000,117900,114950,113200,115200,119000,115000,119700,119950,114950,105000,107500,112450,106200,104900,107250,112250,112700,112900,122450,130000,124900,125000,124900,118450,122450,124950,130000,137500,139900,149999.5,150000,160000,149900,145000,145000,153000,165000,165000,172500,167450,174900,170250,180450,189950,189900,196000,198000,202500,211900,215000,215000,212800,212799,214900,225000,220000,225000,230000,227400,220000,235000,229900,229750,235500,248487.5,252500,252500,259500,264900,269000,267500,265000,261250,258250,263000,265000,279450,265000,282875,274500,275250,275250,286000,285000,275000,284900,284900,294500,304900,322250,325000,330000,329950,329000,320999.5,309450
"Bridgeport","Chicago","IL","Chicago-Naperville-Elgin","Cook County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,397500,398250,419742.5,414485,419000,422000,404450,387450,413950,432500,435000,414500,4e+05,389000,389000,389500,389500,429000,432000,429000
"Green Valley North","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",123,159900,161950,159000,157800,157074,154900,150000,142000,144900,139900,139400,135000,130000,130000,128400,126000,125000,121400,123950,124950,125000,124050,125000,124050,124450,127200,125000,121900,129990,134950,130888,130900,132950,131900,132500,129999,134950,135000,140000,151450,159900,162500,159990,165100,165000,165000,175000,178950,182450,195000,189900,194950,199995,194950,190000,2e+05,210000,217900,215000,207000,205000,204950,207450,216500,219900,219900,224900,224900,223900,229900,224950,220000,219950,220000,225000,229900,234999,234900,231000,231000,239975,241950,245000,245000,244400,245000,249999.5,250000,250000,250000,258000,258000,259250,259500,259450,259900,259900,272200,283000,299900,299250,299250,302450,299900,299894,295000,299900
"Newhall","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",124,280000,282450,299000,269950,268450,312500,309950,321997.5,329900,322450,315000,304700,314900,294000,284900,290000,295000,295200,299900,299500,299000,289000,299900,294450,299900,284900,279000,264900,271500,275700,289950,305000,299499.5,299000,329900,341850,324950,294900,339000,346944,375350,389500,390000,374900,382499.5,365000,369900,370000,395000,390000,358024,354012,415000,417000,419000,415000,427950,427000,419900,402475,445000,438475,420000,445000,445000,445000,475000,478837,474777,4e+05,4e+05,449000,449000,476950,439500,471900,474900,474400,454737,479900,457470,480000,469900,449999,414450,437450,479999,479999,479998,490000,479998,504505.5,519988,518950,521500,531899.5,540000,554450,528900,537700,537250,559950,529900,507475,531000,545000,569900
"Parkway Village-Oakhaven","Memphis","TN","Memphis","Shelby County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000,48950,44900,49900,45000,48950,48000,49900,49900,48900,48900,49900,49500,47450,48500,45000,46000,46000,48000,48650,49900,50000,49000,49900,50000,54300,57200,56000,57900,57720,57500,57610,57720,55000,55000,59400,60000,57000,54000,58500,59250,59750,58000,59900,66000,60000,59900,59900,64616,68500,68950,69000,70000,67000,69700
"Meridian Avenue Corridor","Oklahoma City","OK","Oklahoma City","Oklahoma County",125,88050,86500,87750,89000,89995,93000,94445,89999.5,94900,90000,90000,89900,89900,89900,89900,89900,89900,89900,89850,86500,89900,89900,89900,89900,85500,86000,85000,89900,90000,90000,92500,97500,94000,95500,95000,94975,90000,89750,89450,89925,92750,98000,99750,98500,95000,98900,94900,96000,92500,89900,96900,95900,98200,98500,97500,102000,107375,91500,107125,96900,99950,99900,1e+05,98750,99900,99900,99900,112600,114950,114900,117900,113800,107950,117950,105000,1e+05,114850,115000,119900,119500,119000,117950,117500,120000,118000,119900,123900,119750,116500,112450,118950,120000,114900,115000,109900,114150,108250,120000,125000,130000,130000,125250,130000,134950,134500,130000,132750
"South End","Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",127,169900,169950,167475,159950,156500,156500,159000,159000,155000,154900,153500,150000,149925,143500,140000,138925,137500,130000,129450,125000,124700,124950,119000,109900,110000,114950,124800,125000,124950,126900,132500,133200,129900,128450,129950,128000,129450,133500,138000,134975,134700,135000,145000,145000,145000,144900,145000,144900,144900,143400,149000,149000,144950,149950,149999.5,155000,155000,149500,149000,149500,144500,142500,149900,159900,169600,169925,169500,174450,174900,174975,179950,179900,179675,179320,184900,184500,184500,199950,205000,209972.5,210000,205000,199950,205000,209900,209997.5,209975,210000,219950,219950,223950,225000,226076,229950,229975,234950,225000,236500,245000,249950,252500,259900,259950,266500,265000,264975,259950
"Bayside","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",128,219700,215000,210000,213000,210000,210000,213950,210000,209950,210000,209900,199682.5,2e+05,2e+05,190000,194455,199900,198750,197500,195900,190000,194455,190500,190000,192905,190000,204950,199999,205000,205000,204900,199900,196900,196000,196900,199900,199250,199000,199900,205000,192500,192450,2e+05,199900,2e+05,212000,199900,209250,213700,215000,217000,220000,220000,220000,219900,226000,223900,215000,215000,206950,209000,215000,215000,212000,209900,209450,220000,213499.5,224950,215000,218000,209700,207000,214900,219700,227700,225000,225000,225000,226250,223000,219900,219900,214900,217900,219750,221950,229900,226800,235000,225000,219000,215000,214900,214950,214700,219700,221950,224900,231300,225000,237000,235000,229949.5,229900,230000,231250
"Lake View East","Chicago","IL","Chicago-Naperville-Elgin","Cook County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697450,699900,699000,695000,697000,695000,707450,709950,712500,710000,725000,735000,750000,750000,740000,730000,720000,715000,715000,715000,712500,715000,712500,7e+05,7e+05,699000,695000,699000,699000,659000,654500
"West Oak Lane","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",130,124700,114900,117450,124900,124900,124500,123225,123750,124450,124900,124900,119950,120000,123750,124900,124750,124200,119900,119950,122500,124900,124900,120000,119850,119000,123900,124900,121900,120000,119900,119900,105000,104100,109500,118700,115000,110000,119900,119900,119900,120000,120000,119900,120000,120000,120000,119900,118000,119800,119900,119900,119900,119700,119900,119000,119900,119700,118500,119000,115950,115000,114900,114900,119000,119900,120000,119900,120000,123950,120000,125000,123000,123950,122250,124950,124950,124900,124900,118000,127700,129900,130000,126500,126500,129450,130000,130000,130000,129900,129900,134000,135000,139900,138500,134050,124950,131450,139900,139900,145000,145000,149000,149000,149900,149900,149650,149850
"Tarzana","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772500,799000,749000,719000,649475,609000,631995,696500,757500,886999.5,899000,779000,695000,719000,699000,699000,695000,707497.5,689000,724900
"Anaheim Hills","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",132,489500,515000,5e+05,515000,520000,512500,520000,525000,499700,499000,497900,479499.5,482499.5,489000,489250,499900,483750,492450,479450,469900,469000,450000,441495,439900,430000,450000,459999.5,457499.5,468000,449450,452450,497000,497000,497000,540000,540000,489000,479450,499000,515000,512000,549000,575000,575000,6e+05,595000,595000,588499.5,587000,591000,599900,617500,649000,649000,639000,629900,597000,598000,597000,565000,649000,659000,654450,659000,649900,645000,649450,662450,677000,659900,675000,694900,699000,699000,675500,656950,629990,639900,622000,622500,644000,644450,649000,650000,669000,675000,689900,702450,680000,702495,699000,719500,716500,715000,715000,730000,724450,699249.5,699900,709950,715000,749000,739000,749888,734450,715000,713994
"Fairport","Perinton","NY","Rochester","Monroe County",133,159900,169900,169900,169900,169900,179900,177500,169200,174900,169900,159900,166150,159900,157500,164700,164900,164900,164500,167750,164900,159900,159900,159900,155000,156000,159900,169900,169900,179700,169900,174900,167450,179900,174900,179900,197200,199600,199900,189900,179200,178500,182400,179900,179900,174900,179900,169900,172000,174900,179900,179500,174900,174900,169900,167450,167450,169900,159900,159949.5,159900,166000,175000,164950,159949.5,169900,169900,179750,182450,184900,187400,179900,175000,189900,174900,179900,184900,189900,197400,189900,189900,192400,185700,179900,179900,179900,182450,180000,191950,195000,206200,204950,202450,199900,196200,179900,180000,185000,201500,209950,209500,214700,199900,199500,199700,199000,199500,199900
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",134,439499.5,435000,449000,435000,439950,435000,435000,449000,439949.5,429900,439000,439999,425000,425000,419000,420000,402943.5,410000,399500,408450,392750,389000,379475,382499.5,397000,399000,392499.5,379900,399000,399700,404700,399900,409000,399450,409499.5,449000,449000,449900,449000,444000,469000,475000,484500,479000,498800,499925,499900,509900,519000,499999,499900,517500,529450,530000,549000,534500,539900,539500,539000,535000,544497.5,539500,539250,536950,529950,549500,559000,559000,554250,539950,549900,599450,572375,597500,592500,599999,599000,599000,599000,597500,597000,599500,615000,625000,599000,599000,610000,624999.5,629950,649000,642000,629950,629000,639000,649000,649000,649000,652495,649945,651145,649999,653650,655500,659000,655000,657000,660000
"Greater Inwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118750,123250,125000,121125,118000,104500,111250,123000,125000,125450,133950,131000,132000,130000,125000,123000,125000,130000,125000,134850,130000,129995,132400,134800,134800,132500,133500,132000,138500,136000,140000,140000,152900,158000,149900,140000,150500,149900
"Charleston Heights","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119500,119500,119888,120000,120000,119900,121000,125500,124890,125000,125000,129450,129900,129900,125000,125000,129850,129980,139900,140000,144900,144500,149000,149900,146200,145000,146495,149900,149995,150000,155000,157394,159900,159888,155000,159900,159450,160000,169888,169900,175000,172495,179900,183508.5,196118,195000,197999.5,199900,206940,208888,209450,223250,223900,229000,228450,239900,245000,245000,245000
"South Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225000,1249500,1200000,1200000,1250000,1267900,1299307.5,1249000,1200000,1200000,1185000,1199950,1200000,1199450,1117450,1099000
"Powers","Colorado Springs","CO","Colorado Springs","El Paso County",138,197000,199900,199900,205000,199900,2e+05,199900,199999,199999.5,199900,199900,199900,197749.5,199700,197000,192000,193000,193000,195000,195000,190000,199450,199450,199900,198000,196985,198000,199000,197900,198000,199000,197361.5,199500,199000,197250,195000,199950,199900,205000,209900,209000,209000,201700,205995,205995,204900,205950,205000,205000,210950,215000,219000,219450,218500,215500,215000,219900,223900,210000,219900,219900,219900,225000,227000,227500,225000,229750,229900,231500,229000,229000,227000,225000,220000,234900,239900,239000,242000,249900,249900,249900,250000,254900,255000,254676,252900,266997.5,273000,268900,275000,258450,267250,275000,271900,275000,275000,279900,275000,279900,289900,299900,295000,293250,295000,295657.5,295000,297475
"I-240 Corridor","Oklahoma City","OK","Oklahoma City","Oklahoma County",139,90000,92900,90000,92200,92950,94000,91250,90000,90000,90500,91450,92700,92500,91950,93900,91950,93900,94800,93000,91500,89900,89900,89700,89000,85000,86750,89500,87700,89900,89900,89900,85000,85000,84450,89500,89500,89900,89000,85500,88500,85000,86976.5,86450,87600,89900,89000,89900,89500,89900,93450,89900,92000,89999,90250,93500,95400,91900,96900,97000,99000,95000,99900,99700,99900,1e+05,99900,99900,95950,97000,103500,99950,99000,95450,99650,99925,1e+05,101450,104900,99975,99975,98450,1e+05,109450,102900,1e+05,99275,97000,97250,1e+05,99900,109999,109949.5,104900,103500,112000,101000,99925,89900,96500,99925,98900,99900,103310,101700,99999,99974.5,104450
"Arleta","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,445000,449250,469450,472949.5,469000,469000,475000,479450,489000,499900,509450,499900,504450,511950,514900,509450,519475,519950,515000,5e+05,505000
"Silver Lake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866500,8e+05,875000,954450,969900,949000,939000,939000,954450,939000,949000,954450,939450,929900,973195,999495,1008245,1029000,1027210,1020000,1025000,1069000,1069000,1056490,1055000,1077000,1196000,1198500,1197500,1197000,1122000,1143000,1197000,1249000,1249000,1199000,1214500,1294500,1245000,1200000,1294450
"Wakefield","New York","NY","New York-Newark-Jersey City","Bronx County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,375000,375000,375000,379000,379000,375000,369000,369000,369000,379000,379000,399000,399000,399000,395000,389000,359000,399000,409000,410000,419000,419000,419000,429000,429000,429000,429000,429000,429000,439000,429000,429000,429000,439000,434000,429000,429000,439000,439000,449000,449000,439000,454499.5,459000,449999,449999,459000,459000,459000,459000,459000,459000,457000,457000,459000,459000,459000,459000,459000,459000,459000,459000,459000,459000,459000,459000
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024200,1049500,1049000,1049000,1049000,1025000,988750,969500,950000,969000,979000,998000,995000,1050000,1080000,1099000,1099000,1050000,999000,999950,1059000,1072500,1095000,1085000,999500,1e+06,1075000,1095000,1012500,1095000,1062500,1022000,1085000,1099000,1199500,1199000,1187000,1187000,1249000,1190000,1150000,1190000,1150000,1175000,1150000,1150000,1325000,1295000,1249000,1322499.5,1393400,1494450,1499950,1499950,1447499.5
