"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.193198049111,155.347714945104,176.710112715427,180.952380952381,189.564239000492,197.155625657203,194.923194354706,192.405063291139,200.023978360203,195.694768768285,191.360852925096,197.00332963374,209.802086775986,215.196078431373,212.152628386889,212.585034013605,219.748822605965,219.868873960659,219.868873960659,217.634252539913,210.036057692308,217.360471846005,215.982721382289,208.826739930038,216.563470103928,223.003966961588,227.507755946225,223.465135043622,218.139534883721,219.366150926872,221.106830980916,216.631726065688,218.661728465003,219.557277409413
"Paradise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",2,88.8717156105101,85.1063829787234,82.9857417257683,77.3759461732548,75.8538522637014,77.2478498827209,77.3759461732548,75.5131964809384,74.1321246080824,71.9092670136579,70.6106870229008,66.6984732824427,66.8466266114242,67.0730272984957,66.523325514725,64.1430415384472,62.6679462571977,60.9767671353037,57.8825347758887,58.6814621409922,62.1347955447321,62.1449996335705,59.713204373423,60.6523955147808,60.6391585760518,58.8413617305127,58.6297182349814,57.2519083969466,61.5470852017937,64.1127002108311,66.2291482084846,63.946161927659,65.8561296859169,66.2303664921466,63.1763879128602,66.6812253306967,68.9969604863222,71.2606837606837,71.6332378223496,71.7522658610272,73.1798185000921,73.546738282942,77.2029338427215,82.5496342737722,84.0051063388587,86.4235055724417,85.940243902439,87.8515732697528,90.5913442361388,88.5809312638581,91.346999832744,90.72375127421,88.9059455668603,90.6788247213779,91.6666666666667,95.0597548260248,96.2638645650905,100.190839694656,95.8205912334353,100.078186082877,101.360544217687,100.078186082877,100.832967996493,98.9583333333333,101.971190295679,101.994301994302,109.116809116809,107.947530864198,104.961832061069,107.825781979011,109.375,109.270833333333,106.498915711494,113.292114939398,115.658950617284,114.49427480916,113.485280151947,112.425443786982,110.301220514259,115.663580246914,125.092787594841,120.565304412586,119.179389312977,125.019546520719,125.244791066689,130.434782608696,129.109983246654,131.992553217955,137.461059190031,137.461059190031,142.699115044248,138.580931263858,145.78125,144.984326018809,142.746913580247,160.365002977963,151.976570350219,149.764150943396,144.393638742703,142.746913580247,145.887931034483,154.382291932466,160.507246376812,160.507246376812,159.317534317534,161.9644723093
"Upper West Side","New York","NY","New York-Newark-Jersey City","New York County",3,1292.43353783231,1273.00613496933,1214.28571428571,1214.28571428571,1213.92857142857,1221.88139059305,1184.27083333333,1166.09561011905,1152.82460757813,1137.96296296296,1212.88967719176,1212.88967719176,1251.82750861313,1280.99173553719,1277.33526430123,1304.44739555747,1316.21260625594,1308.94933099364,1295.43808834178,1294.88216473827,1300.6400063702,1282.14285714286,1274.30910951894,1237.15455475947,1082.5,1245.3007518797,1294.32624113475,1222.48981255094,1241.13475177305,1193.83027522936,1222.48981255094,1194.66360856269,1182.19037871034,1152.07373271889,1186.40219166535,1220.61990627547,1220.61990627547,1260.90909090909,1239.49579831933,1219.43765281174,1219.43765281174,1173.13915857605,1150.72566303994,1353.93734123624,1369.5652173913,1337.057299926,1420.73778664008,1443.02447584881,1469.47676076419,1360,1330.55555555556,1308.71878781408,1374.87373737374,1380.55555555556,1366.63524976437,1365.13580670037,1461.53846153846,1551.53577617601,1530.16635617871,1552.80753228952,1533.92330383481,1531.91489361702,1560.83662846998,1562.29825693996,1566.09047224028,1607.14285714286,1678.17730425778,1678.50225952227,1693.6603751042,1717.39708947905,1781.99404761905,1843.63636363636,1934.54545454545,1944.81830417227,1916.27358490566,1904.67709297012,1892.28440862028,1880,1896.98492462312,1892.28440862028,1932.51560834475,1905.43959519292,1897.58337140247,1887.58389261745,1896.98492462312,1883.79194630872,1905.43959519292,1892.28440862028,1880,1897.58337140247,1896.98492462312,1916.94630872483,1896.98492462312,1848.51359898798,1873.81404174573,1892.71979759646,1911.05313092979,1859.81956974323,1929.76804123711,2089.61474036851,2067.73430335636,1981.39437021897,2174.06380027739,2075.67645946287,2064.55951580363,2089.61474036851
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",4,177.361853832442,181.623931623932,178.571428571429,175.651535815939,174.107142857143,172.61743804521,170.543301190972,171.532846715328,177.514792899408,171.780873493976,170.940170940171,166.666666666667,169.804260419352,166.139968331756,168.621700879765,168.293483446236,168.161434977578,168.621700879765,174.21875,172.566503638316,170.372185719813,168.461538461538,167.445724227983,161.744920905707,169.51561922366,169.13123844732,172.790748054459,172.346702317291,177.946056908251,172.945205479452,180.041152263374,183.04999793006,182.149362477231,183.899556868538,188.758389261745,195.651777135636,202.840909090909,199.777942264989,200.560412493282,198.86157387222,210.549497973592,211.879432624113,215.555555555556,226.621735467565,216.836734693878,222.177992831994,221.850265731079,220.864661654135,225.271287198174,229.965201379461,235.640648011782,240.70465187406,245.621934396076,251.895534962089,255.102040816327,254.537037037037,254.537037037037,260.984182776801,266.116941529235,267.604211949695,272.706439538614,266.025282108709,265.671031096563,264.111159074533,265.130624092888,264.876632801161,265.604249667995,268.335955018185,269.653179190751,276.073619631902,274.725809735414,277.835704306293,273.25358992467,276.255132016706,273.137761707133,277.931034482759,294.502617801047,297.915762049501,298.70355332792,300.08471032751,310.086178695019,310.945273631841,314.286660046342,317.527572246266,324.519230769231,321.932114882507,330.893999645884,326.017372476814,326.017372476814,348.852816951822,354.590466913684,357.351746547522,361.702127659574,366.164367065129,358.408938393212,359.476215221104,366.620111731844,371.52739474168,379.770318021201,391.763065346465,391.061452513966,404.36523630611,399.166995417716,403.72619047619,407.653791130186,415.057915057915
"Upper East Side","New York","NY","New York-Newark-Jersey City","New York County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.12787179487,1293.0559313974,1399.0059314304,1399.0059314304,1567.85714285714,1626.35529608007,1339.00835923561,1419.50433205722,1349.4221617947,1409.05640685042,1434.21998562185,1508.84871014983,1516.6239863423,1424.8951141795,1475,1400.4526977088,1486.98884758364,1477.76452416999,1444.16770444168,1475.54773082942,1713.02144152492,1703.55018587361,1652.13946117274,1588.29615861214,1654.6411591578,1596.66666666667,1650.30960163704,1648.96755162242,1642.85714285714,1579.68970380818,1632.6380109566,1622.41887905605,1620.44780342083,1621.74303683738,1587.23928137399,1622.08095794671,1622.08095794671,1651.40722117466,1651.8955564122,1651.65165165165,1659.71286901519,1671.71273950563,1667.77408637874,1624.80444627419,1680.55009249138,1684.0171463564,1683.90145652376,1621.03746397695,1598.6769570011,1598.6769570011,1583.9808726838,1545.41446208113,1545.25386313466,1547.61904761905
"Sunrise Manor","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.034151547492,64.1627543035994,63.393708293613,64.2342196494698,64.1399416909621,64.4396551724138,65.9863945578231,63.3727175080559,65.9863945578231,65.3823584858068,64.0893968367455,64.9128268991283,63.0655436777886,62.5260960334029,63.1698507578322,67.5413022351798,66.4533721798175,64.1399416909621,64.8148148148148,65.597667638484,64.8148148148148,64.4770518269277,65.5623665827748,65.5270655270655,66.795505981248,68.2701652089407,70.0431034482759,70.5687090863048,73.2091194552495,74.2156854753618,74.2468415937804,74.2468415937804,74.1049612278061,74.6868475991649,74.1049612278061,73.8532555879495,77.3251277630442,76.0260360124552,77.8191985088537,79.519489601934,85,83.4983363778706,83.1473214285714,86.9938719199179,89.4071914480078,89.452736318408,91.8276776827093,93.0656617080984,95.2380952380952,106.890184645287,111.75898931001,110.262934690416,113.783885552593,116.618075801749,118.526733936442,120.041753653445,121.803299309584,123.548116097911,132.095781244099,130.090497737557
"Spring Valley","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,72.5643896976484,72.9166666666667,74.8224151539069,74.2804644393957,73.1676419393995,72.3768928314383,71.4504820333041,72.08048116258,71.0633946830266,69.0381103768999,68.3678830328346,67.0408400906146,66.9825965280511,65.7894736842105,65.0452488687783,64.1278054024997,62.9669156883671,61.3401272910475,60.8121827411168,60.5095541401274,60.7064017660044,60.2873741171613,58.1395348837209,57.90869511896,58.3244962884411,61.6884655703608,61.9943555973659,61.4933811155862,60.856624117267,62.2098421541318,62.2098421541318,64.7639956092206,67.8364767905724,67.9897303273927,69.4444444444444,72.1579961464355,74.3103062821373,75.4193199342735,77.9129298778335,79.8913043478261,83.0651031694283,84.7619047619048,85.2079072937969,90.2335456475584,90.2518364160964,92.0540997464074,94.9390243902439,95.1102569141391,91.6557908616329,94.0677328316087,95.6937799043062,96.0407239819005,96.88995215311,96.644161232001,95.2380952380952,97.856477166822,98.8184747583244,96.5703971119134,97.3991878731351,97.3991878731351,97.4133281446283,99.9131190269331,100.317630600152,101.815311760063,104.166666666667,105.042016806723,105.042016806723,104.467066839714,106.009070294785,107.355864811133,107.376368203451,107.52688172043,111.425339366516,113.490364025696,115.68989205103,114.864864864865,112.587986393373,114.058355437666,117.493472584856,116.666666666667,116.788321167883,120.656370656371,119.283746556474,118.665158371041,123.438547144429,124.336799287272,126.602489602341,131.071703932151,135.211971899698,136.445280328114,139.673105497771,142.244381566834,145.426195426195,146.794318900581,150.623700623701,150.887581309896,152.128803245436,152.81878607908,155.404770067712,160.300136425648,165.693430656934,163.722420989863,164.285714285714,167.973124300112,168.641975308642,169.11045943304
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",8,149.57264957265,154.160858656259,154.411764705882,153.061224489796,153.061224489796,162.074098163806,168.031864113695,170.303605313093,165.230460921844,158.475596041386,155.341496033942,156.918687589158,169.187358916479,171.428571428571,164.300287644659,170.358644288342,156.317689530686,165.668662674651,170.122575362096,163.816632295963,160.849567099567,158.539604428167,156.14224137931,160.493827160494,162.434036939314,158.930373360242,155.260562971802,158.71335504886,171.821305841924,177.485795454545,177.485795454545,174.679231994121,168.350168350168,172.364400305577,185.567799204163,192.307692307692,190.839694656489,197.066911090742,197.814123218799,197.814123218799,179.861111111111,194.087680275526,194.087680275526,210.357039338244,226.377952755906,229.424369398254,231.506849315069,233.693045563549,232.96327405081,232.233502538071,231.034949696463,237.629162651247,239.282153539382,239.169675090253,248.305692055692,255.871943371943,252.97619047619,247.564935064935,257.692307692308,264.285714285714,263.480392156863,272.452830188679,270.924087274647,263.025112279549,263.480392156863,267.902282247581,272.469135802469,271.327088212334,280.913100424157,282.8131346268,284.063359386308,294.196265581808,298.295454545455,298.295454545455,298.47775175644,298.47775175644,303.198253238547,306.097725544078,298.410737812912,304.426273534234,305.573616529403,297.928529615241,299.107142857143,296.377341920375,308.257713393167,307.551507445083,330.226244343891,337.846794194476,342.381143162393,342.381143162393,341.246290801187,342.381143162393,342.881944444444,337.473122350091,331.75355450237,336.657447282447,344.924812030075,346.842667566352,353.821156432093,361.447277963582,369.135802469136,369.135802469136,379.569111162018,372.068230277185,379.168889089107,386.627906976744
"Far North","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,105.775401069519,102.468212415856,102.468212415856,100.861050080955,98.7380204236017,98.7380204236017,97.5526500526501,97.2151307318254,96.9226827094474,96.9090909090909,93.6480560670626,94.9027705014022,93.4433058623123,92.6315789473684,92.8523714094856,92.6315789473684,91.3175932977913,91.3175932977913,88.1311938519513,88.3222468588322,86.5298840321142,87.4869655891554,89.1891891891892,90.7576788500994,88.2174893015913,90.5979201036943,89.1891891891892,91.1764705882353,90.1107594936709,91.3967123616147,89.6925743108378,89.6925743108378,91.2279679048638,92.2875343301801,91.8390804597701,89.1332470892626,83.5987261146497,83.3382476554283,89.369708994709,94.1176470588235,90.0900900900901,95.6594241183463,95.9733022732887,99.1640605959623,102.364072684674,99.8714953271028,95.5112260439837,94.4123314065511,95.0570342205323,90.3041825095057,94.9050949050949,94.9050949050949,99.9180999180999,103.007181328546,101.161101774733,107.017045454545,106.356933094995,104.606950216642,110.10392241206,111.702812762494,119.78021978022,114.835895467165,111.503349675079,104.093483281454,109.567845348647,115.664845173042,110.999733603628,111.453744493392,110.545722713864,117.786970010341,118.935857624629,120.626090750436,127.968246834164,123.054187192118,120.906056125482,126.511226252159,135.417762120097,126.072010000581,134.92003998001,136.231203007519,135.872235872236,140.01480934254,139.76023976024,139.387617395136,140.881057268722,141.715727502103,145.937837994223,148.2346184713,151.077789722682,154.228855721393,154.228855721393,159.549627701872,163.911845730028,161.368015414258,158.831236897275,158.793969849246,157.455236498277,160.853293413174,159.679408138101,159.55319759955,163.989637305699,167.332667332667,163.732852734296,165.394402035623,165.033345246547,166.320166320166
"Bedford Stuyvesant","New York","NY","New York-Newark-Jersey City","Kings County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.196310935441,775.568181818182,762.784090909091,726.363636363636,793.650793650794,815.523059617548,874.585295911783,820.714285714286,819.339193381593,835.903083700441,894.434147315888,893.86189258312,893.824485373781,871.121718377088,879.166543025134,867.940920938315,863.888493256042,859.83606557377,914.16752843847,955.690703735882,970.982142857143,971.638655462185,941.97437829691,940.470757223572,944.993305356406,937.793427230047,898.65563598759,933.431402440622,938.255033557047,946.876207878,953.558372288146,944.699383090615,938.255033557047,924.691358024691,924.478567732291
"Williamsburg","New York","NY","New York-Newark-Jersey City","Kings County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.5,1064.95098039216,1062.5,1062.49875,1086.31072990411,1114.3493026909,1125.61931868863,1148.06017418844,1158.75221867452,1165.32143868592,1176.93445810385,1201.49253731343,1209.25341745531,1223.58175750834,1216.91183480466,1223.58175750834,1228.64768314352,1226.85185185185,1227.04429488871,1227.98887859129,1246.77558039553,1246.77558039553,1249.61917859314,1246.77558039553,1255.42420127738,1271.64785386976,1264.12054238561,1283.01886792453,1246.40366321364,1248.96703023484,1254.25170068027,1261.27620539372,1293.0274484851,1351.97066911091,1354.66377440347,1359.03148321323,1428.25349684569,1433.68726158652,1365.02837444431,1365.02837444431,1323.68355934261,1323.68355934261,1326.69983416252,1323.68355934261,1323.68355934261,1311.09022556391,1277.24313996416,1267.85714285714,1235,1217.22846441948,1240.36689419795,1245.7337883959,1243.01855005585,1218.38111298482
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.965517241379,461.627906976744,458.720930232558,455.442176870748,452.188940092166,458.466675214944,463.052631578947,456.204379562044,432.777796486806,451.443663309899,499.875,493.960255500355,496.79914833215,498.875652514211,502.452872358005,502.428810720268,501.710432931157,504.510290986515,504.063165365507,489.701916252661,491.952368949941,499.333333333333,501.94819020582,509.921090387374,533.898305084746,527.06200424276,537.086431543761,524.033544248938,511.509622599859,507.343876873108,508.423088690286,517.343848580442,517.343848580442,517.031545741325,505.382224268939,532.730496453901,541.960204185291,546.47676161919,558.823529411765,573.92964045184,561.465346534653,561.465346534653,545.908183632735,533.170090778786,560.135135135135,556.603773584906,578.549848942598,603.693181818182,599.568965517241,601.219908913468,599.98427672956,606.225680933852,583.811159864227,587.548638132296,575.693961035431,619.504396482814,638.953488372093,628.560650929295,638.344226579521,607.303915953353,607.522485690924,604.693810994673,641.527034321443,726.744186046512,659.66796875,653.191090497549
"Harlem","New York","NY","New York-Newark-Jersey City","New York County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.441860465116,891.428571428571,881.098901098901,855.13078470825,851.127832232607,853.530950305144,865.13503375844,909.084848484849,918.163672654691,887.156644394952,890.547263681592,890.547263681592,936.358894105373,949.94994994995
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.689393939394,115.222257319112,113.177041228779,115.618221258134,116.757559574382,120.08547008547,119.603524229075,124.389488840893,121.116083887524,122.230215827338,123.537479374854,123.119767088904,122.437137330754,123.83139326713,122.045454545455,124.490841257282,124.490841257282,125.678358702846,124.668996824018,126.601262442743,130.094339622642,133.001864512119,132.440427888665,130.240825873959,133.51193880469,134.442379182156,134.812880765883,138.268398268398,138.484415584416,138.550983899821,139.208386458659,140.420326223337,141.109074875742,142.857142857143,142.885506287227,144.060657118787,140.632485347012,144.751530611447,146.989835809226,147.679324894515,148.854961832061,153.959275288472,157.805907172996,155.462738333322,161.786263480205,168.603618603619,171.164225134927,171.981758699316,171.75572519084,169.439282126252,172.018348623853,176.740331491713,178.997613365155,181.090071874598,181.818181818182,183.862876254181,188.699360341151,187.78386844166,187.78386844166
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.36585365854,1120.27158098933,1161.92181778924,1161.92181778924,1109.56360259981,1120.27158098933,1141.03079910052,1185.86640851888,1185.86640851888,1220.33898305085,1220.33898305085,1221.41372141372,1221.56658921365,1221.56658921365,1221.71945701357,1221.56658921365,1221.56658921365,1221.56658921365,1221.41372141372,1221.9708396179,1221.71945701357
"Roosevelt","Fresno","CA","Fresno","Fresno County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.209433314046,116.355350782097,110.208248264598,110.647359454855,111.111111111111,112.367724867725,118.538238141336,122.02426272778,122.933950153216,125.809897987317,130.271655641596,129.202586206897,130.451327897158,127.456864216054,127.72123847028,127.813974399026,143.236472945892,151.356993736952,151.356993736952,153.062787136294,151.010101010101,151.351351351351,155.209498104235
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5044506484568,54.6528803545052,55.3614457831325,58.4866220735786,53.475935828877,58.0808080808081,54.4662309368192,58.90790093546,59.0827991685926,59.3442161553617,59.5975232198142,55.9523809523809,56.640625,57.694576465433,60.8333333333333,58.2022553183142,52.360007797651,60.3789489508838,58.8555393989752,58.0777804759592,52.6256791686448,60.7394366197183,66.1362631176873,57.8703703703704,63.2088694852941,70.3125,70.0644003055768,67.0183982683983,71.3267436711196,76.7201068804275,76.7201068804275,69.8051948051948,65.4450261780105,65.0506512301013,64.8782667915212,64.7058823529412,74.172405150666,73.1605351170569,77.6230776230776,75.1582278481013,75.1582278481013,78.9511494252874,80.5581011730205,80.3249862536657,76.5006385696041,78.5380747126437,76.910113099235
