"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-11-30,"Greater Fondren Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",107,1459,0.00551343900758098,0.00620689655172414,0.0082930200414651,9623
2018-11-30,"Clear Lake","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",108,1795,-0.00111296605453534,0.00167410714285714,0.0227920227920228,15381
2018-11-30,"Northeast Raleigh","NC","Raleigh","Wake County","Raleigh",109,1326,0.00683371298405467,0.0091324200913242,0.0153139356814701,21403
2018-11-30,"Cedar Crest","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",110,1128,0.0198915009041591,0.0263876251137398,0.0581613508442777,17692
2018-11-30,"Princess Anne","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach County","Virginia Beach",111,1913,-0.000522466039707419,0.00157068062827225,-0.0103466114847387,18346
2018-11-30,"Southeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",112,1349,0.00521609538002981,0.00746825989544436,0.0173453996983409,13512
2018-11-30,"Midtown","TN","Memphis","Shelby County","Memphis",113,716,0.0013986013986014,0.00561797752808989,0.0156028368794326,20598
2018-11-30,"Midwood","NY","New York-Newark-Jersey City","Kings County","New York",114,2285,0.0101679929266136,0.0101679929266136,-0.0939730372720063,4656
2018-11-30,"East Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",115,1441,0.00348189415041783,0.00488145048814505,0.030758226037196,18066
2018-11-30,"East Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",116,2300,0.0190518387239699,0.0213143872113677,-0.0191897654584222,4069
2018-11-30,"Northeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",117,1557,0.00581395348837209,0.00776699029126214,0.013671875,18339
2018-11-30,"Gravesend","NY","New York-Newark-Jersey City","Kings County","New York",118,2187,0.0069060773480663,0.00275103163686382,-0.12484993997599,2615
2018-11-30,"Kingwood","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",119,1806,0.00221975582685905,-0.000553403431101273,-0.0141921397379913,21490
2018-11-30,"Bath Beach","NY","New York-Newark-Jersey City","Kings County","New York",120,2211,0.00683060109289617,0.00637232589895312,-0.0829531314807134,1053
2018-11-30,"Oak Cliff","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",121,1343,0.00223880597014925,0.00373692077727952,0.0299079754601227,9259
2018-11-30,"Central Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",122,1379,0.0132255694342395,0.0169616519174041,0.0184638109305761,16077
2018-11-30,"Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",123,2214,0.00819672131147541,0.00957592339261286,-0.0276679841897233,3812
2018-11-30,"Northside-Northline","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",124,1259,0.0120578778135048,0.0153225806451613,0.00159108989657916,10995
2018-11-30,"Flagami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",125,2040,0.00344318740777177,0.00098135426889107,-0.00536323744514871,6439
2018-11-30,"Mission","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",126,4969,0.0113983309586811,0.0128414186710151,-0.00480672942118967,1821
2018-11-30,"Richmond Hill","NY","New York-Newark-Jersey City","Queens County","New York",127,2219,0.016491067338525,0.018357044515833,-0.0241864555848725,3043
2018-11-30,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",128,3003,0.00569323509711989,0.00670465973851827,0.0566502463054187,6994
2018-11-30,"Woodward Park","CA","Fresno","Fresno County","Fresno",129,1751,0.00805987334484744,0.00980392156862745,0.000571428571428571,16977
2018-11-30,"Brownsville","NY","New York-Newark-Jersey City","Kings County","New York",130,2231,0.0113327289211242,0.0136301681054066,-0.0287331301697867,1579
2018-11-30,"Flatlands","NY","New York-Newark-Jersey City","Kings County","New York",131,2225,0.0132058287795993,0.0132058287795993,-0.00268937696100403,5263
2018-11-30,"Laveen","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",132,1322,0.016141429669485,0.0216383307573416,0.0200617283950617,15624
2018-11-30,"Little Havana","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",133,1946,0.00412796697626419,0.00933609958506224,0.0215223097112861,1393
2018-11-30,"Gramercy","NY","New York-Newark-Jersey City","New York County","New York",134,3822,0.0076456630635381,0.0119142176330421,-0.0210040983606557,1140
2018-11-30,"South Austin","IL","Chicago-Naperville-Elgin","Cook County","Chicago",135,1518,0.0140280561122244,0.017426273458445,0.00529801324503311,4518
2018-11-30,"The Heights","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",136,2146,0.00233535730966838,0.00280373831775701,-0.0385304659498208,7266
2018-11-30,"Roxbury","MA","Boston-Cambridge-Newton","Suffolk County","Boston",137,2782,-0.00571837026447462,-0.00571837026447462,0.0442942942942943,1461
2018-11-30,"Valley Glen","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",138,3202,0.00913961550583044,0.0123300663926652,0.0120101137800253,7939
2018-11-30,"Central City","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",139,1171,0.0182608695652174,0.0244969378827647,0.0511669658886894,8207
2018-11-30,"Hoover","CA","Fresno","Fresno County","Fresno",140,1345,0.0022354694485842,0.00373134328358209,0.0370084811102544,10476
2018-11-30,"Parkway","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",141,1539,0.00918032786885246,0.0125,0.0232712765957447,10333
2018-11-30,"Kensington","NY","New York-Newark-Jersey City","Kings County","New York",142,2307,0.00874508089199825,0.00654450261780105,-0.108578052550232,1002
2018-11-30,"Albany Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",143,1923,0.0121052631578947,0.016384778012685,-0.044234592445328,3147
2018-11-30,"Wilmington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",144,2465,0.00694444444444444,0.0114895363151416,0.0262281432139883,5580
2018-11-30,"Lake Highlands","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",145,2172,0.00602130616025938,0.00138312586445367,-0.0380868024800709,3621
2018-11-30,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",146,2830,0.00927246790299572,0.0117983553807651,0.0298398835516739,4273
2018-11-30,"Encanto","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",147,1382,0.0191740412979351,0.0237037037037037,0.0275092936802974,12479
2018-11-30,"Westwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",148,8628,0.00723791734765351,0.00770847932725999,0.00947700947700948,3195
2018-11-30,"Raleigh","TN","Memphis","Shelby County","Memphis",149,854,0.00352526439482961,0.00588928150765607,0.00588928150765607,13963
2018-11-30,"Kempsville","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach County","Virginia Beach",150,1618,0.00185758513931889,0.00185758513931889,0.00872817955112219,10815
2018-11-30,"Lake View","IL","Chicago-Naperville-Elgin","Cook County","Chicago",151,3505,0.00401031223145231,0.0168262257035103,-0.0534701593302727,2961
2018-11-30,"Archer Heights","IL","Chicago-Naperville-Elgin","Cook County","Chicago",152,1531,0.0145791915175613,0.0139072847682119,-0.00713359273670558,4651
2018-11-30,"Fresno High Roeding","CA","Fresno","Fresno County","Fresno",153,1193,0.00167926112510495,0.00252100840336134,0.0266781411359725,13254
2018-11-30,"Queens Village","NY","New York-Newark-Jersey City","Queens County","New York",154,2294,0.015493581230633,0.0186500888099467,0.011910013233348,9701
2018-11-30,"Central City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",155,2493,0.0146520146520147,0.0225594749794914,0.0187985288107887,2323
2018-11-30,"Fairgrounds","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",156,3312,0.00333232353832172,0.00485436893203883,0.0206471494607088,4067
2018-11-30,"Mclane","CA","Fresno","Fresno County","Fresno",157,1249,0.00563607085346216,0.00725806451612903,0.016273393002441,11338
2018-11-30,"Rogers Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",158,1934,0.0152230971128609,0.0168243953732913,-0.0472906403940887,1643
2018-11-30,"Casas Adobes","AZ","Tucson","Pima County","Tucson",159,1296,0.00777604976671851,0.0125,0.0426387771520515,15734
2018-11-30,"Maspeth","NY","New York-Newark-Jersey City","Queens County","New York",160,2326,0.0206230802983765,0.0246696035242291,-0.0344541303445413,3920
2018-11-30,"Bay Ridge","NY","New York-Newark-Jersey City","Kings County","New York",161,2381,0.00676532769556025,0.00506542845082313,-0.107905582615212,2667
