"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"Crown Heights","New York","NY","New York-Newark-Jersey City","Kings County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049000,1049000,1049000,966000,966000,940000,927500,899000,899000,882500,887500,875000,885000,875000,895000,919500,875000,875000,875000,875000,875000,937000,999000,1030000,949500,949000,875000
"Enterprise","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,149900,148000,150000,150000,150000,154900,154900,155000,155000,155800,158300,159900,159900,159900,157000,159000,159990,158500,158500,164888,165000,165450,165500,168500,167750,169777,168750,169995,174450,174900,179450,179900,177000,175000,175000,174949.5,179000,179000,184900,189888,195000,199999.5,199900,209900,215000,220000,220000,219900,222449.5,224900,224900,225000,230000,231450,235000,239900,237500,239000,237394
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000,1080000,1080000,1080000,1080000,1080000,1080000,1097500,1080000,1080000,1080000,1080000,1085000,1070000,1070000
"Roosevelt","Fresno","CA","Fresno","Fresno County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,108500,119250,119000,119500,119500,119943.5,119000,119500,129900,125000,129997.5,129000,129950,134950,135425,130000,131250,134975,140000,140000,140000,149900,149700,142500,146950,145900
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,49900,49900,49900,50700,55000,49000,45000,49950,52000,51200,53000,54500,59000,59900,65000,65999.5,65999.5,65000,61250,59900,60000,59650,65000,65500,67000,66000,63000,65000,68950,68000,73900,65900,73000,74450,73400,64975,70950,65000,66000,65000,69900,81700,75000,79900,83950,83000,80750,84200,84900,84950,85450,82400,83200,80700,85000,85000,85000,89000,89500,88500,94000,105000,107450,1e+05,103450,98000,99325
"Bullard","Fresno","CA","Fresno","Fresno County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,138250,142000,149000,159000,182500,170650,179925,168000,182450,202250,197500,200749.5,199900,199999
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",17,210000,199500,2e+05,210575,215000,210000,215500,219000,214900,211900,210000,199900,199900,2e+05,199999,199900,199900,201500,199900,199999,2e+05,2e+05,2e+05,199900,199900,199900,199450,199900,199900,210000,210000,224950,230000,235000,234900,239900,250500,250000,232000,242500,259950,269950,287450,299500,285000,279000,285000,298500,299900,3e+05,294000,289500,289900,299000,290000,305000,305000,305000,309950,307450,315000,319499.5,319949.5,324950,329900,320000,319900,330000,345000,330000,349000,344500,349900,357450,362500,350000,360000,360000,359900,363749.5,375000,379000,377000,375000,359000,365000,377000,389000,399000,4e+05,409949.5,403500,399900,409999,424950,430000,430000,430000,430000,429000,435000,432500,430000,430000,430000,440000,425000
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,252000,250000,265000,274450,250000,250000,250000,259000,274450,285000,269900,259000,276750,286000,281500,297450,295400,290000,299900,317000,329900,309900,295000,279000,281900,288450,287900,299000,282000,294900,299000,292450,279000,272450,279450,304750,319500,319000,319000,314950,325000,328500,349499.5,344500,329500,349499.5,376950,349000,349000,362900,382499.5,376186.5,409500,419000,427450,437000,427000,419000
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543000,488000,569000,575000,549500,544379,564000,557000,550000,579000,579000,578000,538250,549500,539000,550000,599000,599000,612000,599000,595000,602000,561000,562250,589000,605000,577500,580000,594500,6e+05,590000,589900,589000,617250,622500,659000,659059,662029.5,659059,665500,639000,679000,662698.5,679000,690000,690000,687000,704500,739000,740000,774000,769000,799000,795000,799000,849500,840000,799000,799000
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,399900,399000,384000,359900,357450,349900,350000,379000,397500,419000,399450,414450,364950,374950,350000,350000,355000,360000,355000,365000,353950,357500,367000,395000,329000,314900,311250,325000,342450,345000,369900,362500,366999.5
"Lower East Side","New York","NY","New York-Newark-Jersey City","New York County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000,2150000,2042500,2120000,1850000,2150000,2150000,2250000,2287500,2318500,2521000,2499000,2425000,2366000,2371000,2366000,2366000,2366000,2437500,2497000,2520000,2518500,2495000,2450000,2500000,2500000,2521000,2500000,2523000,2499500,2495000,2500000
"Sun Valley","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479900,469500,450000,475000,492500,484999.5,499000,499900,499995,499983,499983,487900,479999,495000,499950
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728000,658000,722450,726500,749000,771500,777000,799500,798000,801888,778000,769000,765888
"Sharpstown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900,92400,97200,109900,104950,1e+05,99500,105000,99250,97000,89997.5,99000,99500
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",25,369900,369900,359950,353500,369000,360000,379000,379000,346800,319000,314900,300900,295000,289000,289000,287900,299000,299000,299400,299000,287000,275750,274950,259000,269500,251950,254950,270000,269500,285500,290000,289950,291500,294900,307500,298750,284500,325000,325000,319000,325000,327500,336000,347500,360000,362500,340000,325000,335000,349000,369000,355000,355000,387000,389400,375000,369000,369000,367000,349900,350000,383500,370000,365000,379000,399000,399700,399000,389000,382000,379000,381528,399000,385000,389000,399000,399999,410000,430000,427000,420000,414400,413800,415000,402450,415000,449000,448750,449000,448500,449450,443900,475000,492000,479000,461900,479000,479900,479900,473000,469900,475000,493000,512000,494319,509000,522000
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",26,299000,299000,310000,325000,325000,319900,308950,354950,352425,327000,322500,308000,315000,297900,302450,305000,299999,305000,309000,314990,295450,295000,299000,299000,293950,293950,310000,349000,349000,348000,305000,302250,299000,326500,327400,313500,317000,354000,329000,361950,344475,354000,369000,369000,391750,399000,379999,370000,392499.5,349475,349000,359450,388750,399000,399000,399000,402447.5,402447.5,384000,384450,372450,399000,399950,409900,439500,426200,449000,449500,449000,447000,447000,454900,449900,432989.5,464250,489000,477475,472000,479950,479950,479950,475000,469000,469000,474000,464500,455000,472000,469000,480000,494000,495000,499000,522375,514662.5,533894,497450,515000,509900,525000,550000,550000,512000,489000,474975,479250,469000
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",27,395000,399975,411750,398500,399900,399900,399900,392450,385000,369500,359900,354900,369000,349700,349700,364950,369900,359900,359900,347000,359450,380000,349925,359000,349000,332000,339900,334975,345000,337450,347000,365000,397000,379500,367000,369950,374475,379000,389000,395000,405000,429000,405000,424500,430000,459000,460000,449900,439000,449922,449000,461450,475000,479000,481500,485000,489450,485000,485000,475000,479500,479500,479400,472000,468500,468500,479500,479450,499000,498750,499000,525000,529000,519500,517250,524750,499900,496000,488500,494450,499000,525000,542500,545000,559000,599000,599999.5,647000,609499.5,649000,649475,674950,634990,631995,619000,599999,659500,695000,699000,680000,650000,652450,639000,625000,615000,641950,692475
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224987,224950,234000,234500,232900,231000,239000,242000,242500,233000,239450,234999,234999,247850,244900,249900,285000,253900,261944,237000,246000,269500,255000,265000,265000,274890,282500,275000,275000,275000,285000,286500,284445,281499.5,284000,288500,288900,297017.5,299135,292500,302500,309250,315000,330000,335000,354944,349500,335000,329945,330000,333000,333000,329945,330000,325000,324699.5
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens County",29,339000,349000,339000,339000,329000,329000,326500,325000,319000,329000,328000,328000,334000,328000,339000,329500,325000,325000,325000,299000,319000,310000,299000,296000,297000,298944,295000,296000,295000,299900,295000,299000,299000,299000,298000,295000,280000,282500,280000,285000,288800,299000,292500,299000,295000,289500,302000,289000,289000,299995,299497.5,307000,315000,319499.5,325000,329000,352000,339000,313500,329000,357000,389444,359500,349000,348000,362000,367000,369000,385000,391500,416900,410000,405000,410000,424999,424999,425000,429000,424995,408500,408000,420000,437000,440000,440000,449000,449900,449999.5,463500,459000,450000,454500,459000,459000,459000,459000,459000,475000,499000,549000,565000,597000,599000,520000,575000,599000,599500
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287000,280000,292850,323500,309900,306900,310000,320000,305000,325000,316950,321475,329945,339900,339900,339000,339900,320999,325000,333000,339500,344000,340495,344490,349895,349800,349994.5,349900,354000,349999,351990,360290,360000,362645,365000,365000,370000,372450,369000,378500,369999.5,385000,379000,379950,380000,379475,375000,387450,398850,395655.5,389000,399900,409450,409450,409000,409900,419000,412450,415000,434900,434900,425000,439000,435000,439450,444500,447000,439950,429000
"East Village","New York","NY","New York-Newark-Jersey City","New York County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982500,1975000,1975000,1975000,1975000,1975000,2037500,2175000,2195000,2195000,2250000,2295000,2250000,2295000,2295000,2295000,2350000,2372500,2410000,2410000,2435000,2447500
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000,1147500,1165000,1295000,1275000,1295000,1295000,1342500,1350000,1357500,1350000,1365000,1365000,1342500,1325000,1350000,1350000,1350000,1395000,1429000,1395000,1397000,1382500,1395000,1299000,1397500,1425000,1472500,1449000,1472000,1437000,1375000,1365000,1262500
"Princess Anne","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,196250,199900,181500,181500,172999.5,174950,160000,162000,157450,160000,176000,177500,190000,186950,189950,189900,183500,196500,187250,190750
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174950,185000,199900,179950,195000,190000,195000,196000,197950,212450,220000,212000,211000,209950,230000,215000,226000,220000,210000,219000,224000
"Flagami","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,160000,175000,175000,170000,169850,180000,180000,177000,180000,186450,199900,195550,194350,202497.5,185000,187000,192000,194580,192000,204000,2e+05,207500,205000,205000,203500,201000,2e+05,203500,199900,2e+05,2e+05,210500,215000,210000,215000,218000,225000,234500,239000,225000,216500,218500,235200,239000,239000,232000,232000,237000,238500,229000,227000,235000,243000,239950,249000,275000,270000,259000
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317500,2292500,2317500,2355000,2405000,2375000,2517500,2345000,2360000,2440000,2375000,2405000,2537500,2682500
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000,1124000,1175000,1099000,1099000,1150000,1149000,1272500,1400000,1195000,1198500,1198000,1112500,1162000,1124500,1099000,1099500,1197000,1295000
"Kempsville","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",38,148825,158450,142900,136900,140950,142900,159900,159900,149927,149900,141450,132000,144950,149900,150000,148600,147300,155000,149900,159950,159900,156950,154900,154900,150000,138900,125000,120000,125997.5,129900,129900,142800,120000,120000,124950,139900,139900,139000,140200,138000,143900,138000,150000,144950,144900,144900,140000,136950,142970,150000,147000,142200,154900,154900,155000,159000,155000,150000,147200,148200,154050,169000,169900,159000,157000,150000,152700,153950,158000,154450,151500,132000,145100,149900,157000,158000,150000,156900,155950,162000,162000,162000,147500,142000,143000,142000,149000,169900,184950,185000,183500,175500,170000,169700,169500,165000,163950,162900,159900,159900,165000,165000,162500,169500,150000,152900,150000
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424900,409000,399450,418750,435000,399950,418000,410000,370000,409250,446500,418500,408500,369500,399900,394000,4e+05,417000,444450,499900,5e+05,525000,519000,519000,499450,467450,467450,489499.5,482449.5,499000,499000,519000,479999.5,486999.5,504000,464900,410000,429900,425000,419700,424950,425000,425900,425000,425000,424950
"Fresno High Roeding","Fresno","CA","Fresno","Fresno County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,119900,126200,138500,124999,144000,142900,134900,132450,130000,129900,135000,135000,140000,140000,143950,147000,142500,139900,142450,144900,144900,144950,145700,139999,138000,139999,139999,149000,149450,154900,150000,152150,159900,163450,169000,159900,155000,148500,154900,155400,159950,157000,163000,162500,168950,165000,179900,170000,179000,170000
"Greater Uptown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258500,260950,236000,220000,250000,249000,264000,264700,262250,259750,250450,255000,250500,265000,250500,250500,252000,255000,249949.5,262450,277000,299000,299950,299450,299000,305000,299000,307450,290000,279000,272250,273950,273900,265000,267000,269900,273000,274950,271500,274950,268625,273000,254995,259900,255000,255000,257000,255000,259800,258400,257650,250500,249400,249900,249000,249900
"Highland Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518000,499000,539000,549000,547000,549000,549950,547450,599000,599000,599000,595000,599000,610000,649000,626000,599000,577444,579888,599250,599000,638686,599000,619000,638888,599250,612500,615000,629000,698000,699000,698500,649000,669500,692000,697450,697450,699000,685000
"Oak Lawn","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",43,279950,269450,274900,269900,266750,269000,264900,265000,265000,266000,265000,265000,265000,255000,257000,259900,259900,258000,254450,254900,254000,263700,260000,279450,273950,275000,279000,277000,269000,268500,268500,249999,259000,265000,279000,279450,286000,289000,289000,274900,283000,262000,260239.5,275000,279000,272900,269900,269999,263900,264000,250500,249500,262500,249950,258500,269900,305000,315000,289000,299000,297000,294450,319900,313000,299500,329000,329000,314999,339450,345000,347250,349700,350000,349900,349450,350000,369000,399250,407000,414975,450000,444950,439000,409900,424000,428000,409974.5,420000,425000,419000,399950,389450,394000,398997,399000,399000,399450,415000,412450,395000,419000,389900,395000,359000,374999.5,399000,399000
"University City","San Diego","CA","San Diego-Carlsbad","San Diego County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,479900,479950,480000,497000,495000,487250,496000,497500,479500,510000,515000,519950,515000,525000,535438,549000,545000
"Alameda - West Flagler","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,228625,220000,237500,229959.5,227000,227000,210000,212000,219900,254900,252450,257450,259900,250000,259950,265000,270000,271450,265000,260000,265000,275000,282500,280000,280000,279817,275000,290000,295000,285000,289000,285000,275000,283000,284000,283000,285000,265000,265000,279900,289000,285000,278450,285000,285000,285000
"Summerlin North","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171000,169900,173000,173950,177950,166200,169950,174900,171950,180000,169450,154900,154900,180000,159900,180000,172450,192900,195000,195888,193800,189900,184900,173990,179900,187444,195000,199444,199450,204995,219941.5,214900,206900,214900,225000,229900,235000,239450,225000,229000,259900,260000,250000,285000,275000,275000,265444,270000,260888,272500,269750,280000,285000,289900,277500,289000,285250,279000
"Memorial","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294900,289990,267000,253000,251450,254000,249500,241000,235000,214900,229888,221250,219750,234900,233450,225000,227950,224000,230000,210000,199000,197000,193000,190000,189500,204900,202400,212500,210000,225000,225000,229950,239500
