"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"North Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185995,1188995,1100000,1047500,1100000,1205995,1275000,1285000,1280000,1199000,1349000,1185000,1062450,1062450,1104900,1089900,1192000,1199000,1199000,1199000,1191944,1149497.5,1050000,1e+06,1050000,1050000,1025000
"Roosevelt","Fresno","CA","Fresno","Fresno County",12,189925,199900,195900,199900,199900,198900,178900,169900,170000,174900,177000,176565,176565,168315,174900,177000,172500,175000,175000,174900,174900,169900,160450,160900,168595,165000,144950,153900,160500,165000,170000,169900,176400,199900,198450,179900,181050,188500,184150,192450,197495,227495,224900,230950,239000,230470,234825,233300,231950,227475,232450,230200,232450,234450,242970,244995,225000,221495,235990,239970,236975,240990,244495,235000,237995,245000,249950,249900,249800,249900,249900,251990,256900,252450,263306.5,259900,272475,267475,263250,258000,259450,265000,265000,274450,269975,265000,260725,276215,289990,269000,275500,276900,296000,299900,307900,303975,310000,302035,311009.5,299950,322000,299900,314947.5,321650,299900,287000,286000
"South Side","Corpus Christi","TX","Corpus Christi","Nueces County",13,214900,206000,207500,209949.5,209900,203000,202900,199578,196900,196900,199100,194990,193820,194500,194900,194950,200900,214500,214000,208000,208250,199000,199900,199900,199900,205000,205000,205000,209900,209900,226900,219900,225000,222450,220500,220500,215000,229890,214950,219900,224900,237400,245000,244116,246508,243900,229900,237900,247950,249700,249250,255000,254508,253200,249900,249900,255500,252250,255500,253200,256450,253900,239900,239900,239250,246800,249500,258525,259900,264900,259800,261200,265000,254900,256995,256875,254950,259900,259900,254950,265000,264250,249000,245900,245000,245900,252500,254900,254900,255450,259900,259900,253893,255000,259900,264943,277900,275000,272419,272419,273419,274930,274999,269999,266800,267000,266000
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",14,109950,112000,105000,105000,101250,103500,1e+05,108000,102900,104900,104900,99900,104000,100950,100975,105000,109900,104900,99000,99000,99000,99000,99450,99950,99000,89999.5,97000,96150,96300,98250,99000,99900,97000,95000,97250,95000,95000,93500,95000,96000,99900,105000,109450,111450,115000,115000,116450,116000,115450,118000,119990,119650,119990,124900,125000,127000,129000,128000,125000,139000,149700,148950,147749.5,147000,148250,146750,149900,156400,180000,183900,163000,183900,185900,169950,175000,169900,163974.5,160000,162949.5,160000,166000,166000,164950,159900,164000,164444,169450,172450,174900,168000,169700,171250,175000,179900,179000,178000,179800,179850,182900,179800,185900,179800,179850,179000,175000,175000,179800
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417450,389500,362400,364900,329900,360000,389000,386500,350000,350000,350000,365000,334750,349450,374949.5,375487.5,379000,369975,344250
"Bullard","Fresno","CA","Fresno","Fresno County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339950,309450,339900,339900,344900,325000,325000,325000,328800,331000,313000,328500,332000,331425,335000,339950,341000,326500,343750,354075,349999,346500,341425,347200,341000,345000,345550,342000,339000,343050,344050,344100,339900,340000,339900,384900,379450,389999,346950,344500,359450,335000,344925,339000,355000,338000,335475,322450,330000,313450,319975,344950,354000,386000,408500,399900,413695,412390,410000,399900,402000,412390,420000,409000,402950,399925,405000,410000,429950
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",17,147250,144990,142700,136000,129900,129900,133900,139450,139250,137500,139900,137200,139900,139900,137900,129900,141900,144900,143267.5,147500,149900,149900,144275,150000,150375,149550,148995,148995,137000,149900,144950,149900,137000,145750,149550,149985,151735,151480,140000,137450,149900,148772.5,169450,165000,164945,165000,159900,164500,164900,159900,143500,153000,144950,149950,169900,170000,166000,162300,169900,174000,170000,175250,175000,183200,184407.5,176950,179900,189950,205000,214900,214900,199000,199750,206450,194700,197450,203830,199949.5,192450,195000,198000,220000,225000,222500,221500,240000,245000,241900,241450,244450,239500,235500,234500,249900,249700,239450,249900,249000,249900,259900,250500,252000,251000,264500,259900,257450,259900
"Northeast","El Paso","TX","El Paso","El Paso County",18,138925,138950,136975,139800,144900,143950,143950,139975,135475,135000,128000,129425,132700,130950,130450,130450,132950,139925,135000,132900,131950,129975,121925,121925,130950,121450,123700,120975,120425,121700,120000,119950,123450,121200,121975,124900,124500,124225,122450,124900,126225,129450,126450,126450,126450,129050,127550,127550,124725,123875,121350,125250,122000,120250,123975,129450,127750,129900,128000,128375,129000,131725,125000,139000,139900,139972.5,135000,135000,138000,133600,133475,139700,139900,139700,139000,137975,135950,139950,139950,141475,143950,143950,143950,143950,143950,143950,143950,139250,138900,136000,140450,138900,139900,140500,143900,141000,148000,142450,146975,145000,146000,141975,139964.5,147000,152475,154974.5,157992.5
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",19,519000,492200,537450,539000,534900,525000,514500,489900,489500,485000,470000,480000,468000,480000,489900,495000,485000,487250,507000,507000,499975,499999,520000,499888,498944,494000,497500,515500,528000,549915,554500,549890,549880,550000,549975,550000,564000,599499.5,619900,623000,624000,649000,662444,649500,649000,649000,648000,649999,659475,667475,671999.5,719000,725000,730000,743250,725000,737444,717444,724000,724000,728500,721880,749444,749950,741880,767000,769000,769000,759000,769000,769444,777444,799000,819000,799999,804999.5,799990,799000,799000,799950,824950,824975,843759,825000,825000,831990,849950,849900,882000,856990,863495,857990,877444,893500,899000,899950,925000,962000,949000,981500,999000,999444,998999,998444,998998,998998,998000
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",20,145000,145000,144950,145000,145450,147900,145000,145000,144950,145000,143400,139949.5,139450,140000,144900,141900,140950,143750,139950,145000,140000,142950,141784.5,140000,139900,139995,141495,143700,139975,140000,146500,149000,145000,146000,148450,149850,149700,150000,150000,153000,160000,159900,158000,158000,162000,162000,159950,160000,165000,169900,169450,170000,172450,169900,168250,165000,165000,165500,169995,177900,170000,169450,169700,179375,184900,189900,189947.5,189995,181000,180000,185000,182500,189700,199900,199900,2e+05,199900,199999.5,196000,198250,199945,199994.5,2e+05,205000,205000,205000,210000,210000,219000,225000,225000,225000,224900,225000,225000,220000,218750,215000,225000,229500,227500,235000,237500,239900,240000,244442.5,250000
"Northwest","El Paso","TX","El Paso","El Paso County",21,259900,274000,274900,274900,275000,269925,274950,272400,269000,275000,279925,279900,275450,272000,259900,264250,259900,259900,259900,259500,254900,252500,249700,248850,249925,248137,247300,250000,254900,254668,254668,254668,254709,257500,257287,254820,249975,248000,250000,249950,249950,255950,255000,249250,249700,249406.5,245950,244700,242487.5,244450,248500,245000,240950,243715.5,240580,240000,244680,243500,239950,239950,239950,235000,245450,245450,249950,258125,249850,245025,244975,249900,252450,254500,249500,249900,250450,247674.5,247975,247674.5,248800,249925,249900,250187.5,251450,253290,249975,250000,249925,249000,250225,249000,249974.5,250450,246950,246450,247125,245950,249925,249975,252979,258000,257750,259000,259447.5,264500,263000,263000,269000
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639000,599900,512000,511950,525000,564900,584900,579900,637400,595500,590950,587450,533997.5,549950,544950,572499.5,525000,511900,509000,514000,529950,589900,649000,599000,640000,619900,631950,619900,637500,620000,610000,619000,678000,699450,719900,691950,684000,599999.5,594949.5,6e+05,579900,575000,575000,579900,599950,679000,689000,649950,684000,704000,689000,680000,649900,648950
"Preston Hollow","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",23,399750,4e+05,399900,399000,399000,394000,391950,394500,388500,379000,374900,368500,349950,347000,350000,349500,350000,365000,339000,339500,345000,337000,325000,329900,322900,338950,347700,349947.5,366500,375000,375000,389900,375000,397450,399900,399950,4e+05,399900,399900,425000,424950,425000,449000,439000,415000,399700,399900,414900,399000,419000,434000,482000,499900,499000,485000,484950,475000,469750,449999.5,425000,485000,474900,485000,495000,501900,550000,544450,522500,549900,539000,539450,524000,514000,532450,549999,550000,537000,545000,548000,549000,550000,559000,573000,565000,539900,565000,567500,599000,599450,625000,620000,617000,599900,599900,625000,624900,634200,634000,672500,699000,699941,735000,730000,693000,704450,684000,679999
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",24,577450,572450,570000,575000,548500,568500,559000,560500,570000,549999,559388.5,544500,549850,539000,548450,497000,499900,529000,524975,5e+05,489000,480975,483450,459900,450000,450000,447475,459500,479800,492475,520000,507000,529000,549000,524975,529000,595350,619450,627000,6e+05,609500,599950,632450,649000,649499.5,639950,649000,649500,644475,629000,604475,648000,642500,687500,689000,679000,661950,649450,659000,649450,650000,672500,650000,695000,699925,699000,694475,699900,689925,699925,699950,699000,699900,699900,719000,749925,749997,739500,734000,725000,724949.5,734995,723995,699999,699925,699000,699950,699900,750000,750000,745000,769000,760000,768000,769000,739000,717000,730000,737000,750000,789000,795000,799000,799000,799250,797000,824900
"Alafaya","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",25,220000,219450,210000,212900,2e+05,199900,195000,197000,197000,199900,199900,199900,199900,197990,198500,197990,206495,2e+05,204950,206990,209945,219900,208445,209900,2e+05,2e+05,210000,210000,215000,216680,219045,221990,217990,228945,225000,227000,225000,230000,246990,249900,254945,250000,255900,254900,261490,255000,259450,263990,264900,267945,260000,264900,254950,250000,261325,265495,259997.5,259900,259900,264436,269500,260000,264900,264900,269899.5,270000,278000,284900,284500,279900,280000,289000,285000,289900,291500,295000,289900,288900,286000,286000,280000,278000,277250,289000,299900,309000,309900,314990,316750,324950,323400,322250,309995,314999,320000,318445,325000,334900,334250,338700,335900,330000,339900,332000,338850,335000,339000
"Sylmar","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",26,314950,325000,329900,319000,328700,330000,339450,334500,329000,329975,332000,329900,325000,325000,320000,319900,309500,310000,302450,307500,3e+05,299450,301000,299000,299900,309950,3e+05,318150,312500,310000,315000,321000,329000,325000,329900,339000,342500,345000,350000,399000,389900,389990,399000,394000,399000,429000,429462,418700,402925,397500,404900,397450,425000,420000,430000,449000,465000,450000,447500,449500,480000,474450,448900,439000,449475,445888,455000,464000,459000,453500,444900,465000,472000,477500,521250,539950,534250,527250,499900,479900,489990,499000,499000,482000,494500,519500,542500,549000,564450,549950,569000,548500,537950,529900,535000,532000,509900,540500,535000,522500,539970,549999,549925,549925,549900,549450,549949.5
"West","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",27,191200,191250,191250,206400,207800,199900,197500,199900,199900,197500,195950,182750,193900,194900,192400,194900,199900,199900,198500,199450,189000,183900,180000,179000,175000,185250,195950,199900,204450,199900,199700,199900,199900,199750,220000,214900,212450,210000,208775,209000,217000,215000,214925,207500,212500,218500,216450,225000,214900,205000,214713,219900,259450,239000,240500,249950,239450,234950,237447.5,241450,235999,255000,256900,275000,270000,235000,239500,241950,250000,274499.5,275000,259000,257211,259000,284900,3e+05,297450,276950,274500,262000,264000,260000,275000,272500,267450,275000,276000,268000,277950,277000,287450,287000,299000,289000,278450,264700,295000,272000,315000,319900,314900,299000,285000,285000,285000,281900,283449.5
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",28,677450,664475,659000,659000,649950,669000,649950,662000,649950,664000,659000,649925,649000,649000,649000,645000,659000,669950,649500,639500,629000,612250,599000,599000,598500,599000,599950,632000,649250,649250,625000,622500,635000,650000,699950,687000,694950,692000,659999,679900,742950,749500,750000,749500,750000,759500,750000,775000,799000,739999,789500,779000,798000,799000,799000,784450,759000,792000,779000,785000,777000,790000,795000,799000,799000,799000,799000,810000,869000,871999.5,850000,877449.5,872000,849475,799000,834450,849000,849000,849000,835000,849000,869000,875000,881000,869000,872000,875000,899950,927000,929000,897400,899475,899925,949000,949000,949000,948500,954450,979500,915000,899000,939000,949000,975000,949000,962500,998750
"Eldridge - West Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,367000,394950,390000,374997.5,365000,365000,364950,366950,356000,349500,348700,345019,345004.5,365000,368250,352459.5,369000,369000,374950,370000,369950,357000,357000,388500,399900,399900,368000,379900,352500,345000,336250,339450,350000,349950
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000,1199500,1099000,1099000,1049000,1099000,1186000,1169000,1199000,1312000,1299000,1299000,1389000,1297000,1327000,1297500,1299000,1179000,1229000,1300000,1299000,1389000,1429000,1379500,1334500,1495000,1500000,1500000,1479000,1424999.5,1382000,1392494.5,1395000,1365250,1416500,1524000,1495000,1450000,1450000,1549000,1549000,1449500,1449000,1495000,1499000,1490000,1525000,1545000,1475000,1399000,1362500,1399000,1495000,1375000,1374000,1477500,1487500
"Southwest","Chula Vista","CA","San Diego-Carlsbad","San Diego County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515000,499499.5,499000,499450,494000,504500,524900,535000,536450,529000,516500,510000
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",32,374900,372500,372500,379900,380000,382375,384750,384750,375000,372850,366250,362250,350000,365000,370000,364925,359000,358000,350000,350000,349950,347400,339900,339900,339990,334900,335000,335000,342450,349999,350000,339900,339900,345000,369950,368950,368950,390000,399900,419000,432499.5,425000,404950,429745,429949.5,429900,429900,433000,460000,479475,489000,489000,499950,499949.5,499900,502994.5,505000,499950,497000,495000,487000,487450,509475,518975,519500,515000,516000,514500,514750,516000,525000,539000,525000,534000,509500,515000,524925,525000,525500,529950,539000,539000,550000,545000,531250,542700,564900,540000,550000,574890,574900,600651.5,613875,619999.5,625000,629900,618637.5,599900,607000,614900,612445,614950,599950,609495,599990,611950,599994.5
"Mira Mesa","San Diego","CA","San Diego-Carlsbad","San Diego County",33,429950,416500,399575.5,417000,425000,425000,425000,437000,419000,424995,412500,417000,410000,411500,414580,4e+05,399999,4e+05,4e+05,399000,389000,396500,399000,399000,401950,394900,395000,390000,389000,399450,399000,4e+05,422500,429000,407500,405000,429450,430000,417000,440125,429500,439900,479450,467450,469900,467500,479000,479000,479000,513000,480000,489450,497000,519000,510000,499000,499000,499000,489250,499000,504000,522444,525000,529250,534950,540000,554950,549888,539900,540000,544900,544900,546950,579900,569450,589900,575000,587000,599000,589000,585000,579000,575000,580000,580000,589000,589450,594495,617000,619900,614900,615888,605000,616444,608500,620000,628500,619000,630000,630000,659000,675000,649000,677500,663750,639950,657500
"Cordova-Appling","Memphis","TN","Memphis","Shelby County",34,181900,184500,179900,179900,179900,179876,176700,174900,175000,175450,169950,169700,169900,170000,174500,173200,174650,169900,169900,169900,169900,169900,170000,164700,160950,164700,165000,169900,167900,164950,164900,169900,174000,177000,178950,176580,174900,169900,169900,170000,169900,175000,179400,180000,181000,179950,177750,182500,182000,175500,171900,169900,170000,179000,173500,169250,168000,162900,161950,164895,167745,165000,169900,179500,176500,179900,179900,189900,189900,199900,199450,194400,192150,199250,2e+05,198650,192000,192500,194950,195000,197000,209000,209900,210000,199900,199900,209900,208900,206450,199450,198950,199900,2e+05,199450,202450,2e+05,224900,220000,224950,224972.5,225000,235000,229900,227500,228000,225000,220000
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",35,513000,511450,499000,494950,499000,493900,479900,470500,470500,477450,473450,490000,490000,469500,480000,477500,459900,451500,463000,444945,439900,449975,449000,444126,439000,459000,441252,449900,457000,452600,459000,455000,449000,449999,455000,482450,485000,489000,5e+05,494000,495000,520000,534950,537400,559000,559000,559900,549900,579900,585000,559250,562450,569000,585995,579900,585000,588900,589000,582500,565000,579000,579000,575000,579950,589000,589400,589000,599000,599900,599949.5,610000,612450,624999.5,649950,649950,633500,629900,629900,639900,635000,623750,625000,619999.5,619945,625000,625095,625000,615000,625000,643849.5,659900,675000,685000,650000,650000,649900,649900,649998.5,649949,675000,679000,684999.5,675000,679900,649900,650000,659000
"Central Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169750,169500,166600,185000,192000,190000,199500,210000,190000,179900,201990,194990,199000,192494.5,207500,217740,218490,223995,222495,235990,233990,216990,223990,225000,220990,214495,208500,225000,214995,219450,219450,224224,224224
"South Belt - Ellington","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",37,139700,138750,137000,136900,138000,137250,128999.5,129000,142000,144900,145409,145900,145000,145450,144450,134900,134900,132950,129900,129900,130990,132500,130000,134900,133600,124990,121400,127495,132000,129000,134900,138949.5,138949.5,145990,148945,145990,134900,145000,129950,142000,157445,150000,152000,154900,154652,152900,154900,156995,171495,174990,174990,177292,164450,159500,153950,159999,175000,170000,169000,169400,172945,179945,172450,188950,178750,169999.5,180000,185000,189450,189450,194900,192990,197000,188000,210000,214000,197401.5,190950,190000,209999,209999,209999,207049,199900,195750,190000,187000,187900,190000,195000,198750,195000,195000,193450,195750,199500,209950,212500,215000,204825,209750,219450,208000,199000,199250,192000,189900
"Greater Fondren Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",38,135000,135000,134900,134900,136700,130000,130000,131750,135800,138000,145000,147000,144900,145000,144900,145250,144900,140000,138000,135000,133750,130000,130000,134950,139900,137450,137450,130950,135000,139900,144000,146450,143500,142000,139999,139900,137300,136150,139900,139300,144250,143900,149900,154700,155000,158000,154975,152475,159900,163986.5,163986.5,159900,172500,159900,159900,166000,159950,177450,187500,186000,169500,169000,170000,192000,199950,204500,2e+05,215000,222400,229900,229950,225000,211975,210000,219997.5,215000,215000,215000,214950,212000,210000,199000,210000,210000,205000,206750,210000,213950,219990,229499.5,219990,224450,236950,217000,209950,207450,209950,222000,235000,220000,225000,225000,234500,238050,234997,233747.5,229000
