RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
121697,Columbia Heights,District of Columbia,131,,,,,391e3,385200,394300,383800,372600,347300,336300,326900,350500,373300,366400,349800,342500,352e3,341500,328100,322900,328e3,310700,304400,314500,335200,353100,353600,359900,361500,365300,349500,341800,322100,316100,306300,324700,338800,345400,330700,309800,319e3,355700,392500,388700,365800,336900,326800,324800,331600,331400,329400,334200,349800,375e3,384700,387400,357500,351e3,346500,345900,342400,351600,352700,354500,360200,367900,377e3,374100,380200,368600,349500,350400,348900,374600,370100,375700,368e3,377800,379800,392700,388600,391400,355500,345500,355e3,373600,394100,413100,431500,430600,410600,398300,391600,398400,410200,422300,409400,403700,409e3,417700,423200,410500,403700,406100,415e3,422800,436700,444500,465700,461700,452e3,437500,420100,423400,429800,421200,427100,414e3,412600,418300,422600,445700,427500,423800,409900,420200,419400,413700
25219,Huntington Station,New York,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325200,336600,340600,350600,355400,358300,355100,359900,356900,362400,367600,367100,378200,376e3,375300,362300,37e4,379300,386600,385300,388500,384700,389200,404900,415e3,412200,397e3,391100,391700,388400,387900,388700,408200,412700,410400,387500,407600,411900,418600,402800,399800,418300,,
245508,Mears Corner,Virginia,133,250100,248200,244900,245300,246500,251400,249400,249500,244100,244300,236400,240400,238500,239700,234e3,237900,240400,244900,245e3,248400,249e3,241900,238500,234300,234600,232e3,234200,231800,231200,224300,225700,230200,228700,230400,218800,220200,217800,219600,222500,220100,224600,224300,223600,222200,219100,218400,215700,215800,220300,219100,218400,216800,220400,217600,214200,215900,220800,223e3,225500,224500,223500,217e3,217400,216500,215500,213600,216900,225900,228700,231300,223100,219600,216800,219e3,221100,222600,221700,221100,219900,223200,226900,229500,227500,229700,229400,230500,226600,228200,232e3,233200,232300,230600,228800,228300,232300,236e3,238e3,235600,233400,235600,233800,238300,241e3,240200,237300,232100,234e3,233e3,238700,240800,246900,243500,246e3,245400,245700,244600,242700,240100,238400,235200,237300,238400,246500,246900,245900,249400,254200,261e3,258e3
215792,Somerton,Pennsylvania,134,,,,,,,,,,,,,217300,212900,204300,22e4,219200,227300,223100,218500,224700,222900,238200,228800,223900,215500,219800,230100,228400,225800,215500,207300,206700,206800,215100,210200,209e3,206900,206200,219100,221100,220200,211200,204300,208200,208900,213800,213400,213300,204600,194900,188e3,188400,199500,204100,196100,189200,185900,196700,207200,211900,214700,208800,206900,204900,203800,198100,192500,206800,204300,204600,195900,203600,202500,201900,199500,200600,198800,205e3,210500,205100,201600,207800,211700,213800,211e3,214e3,208500,205200,209800,216200,220600,222400,223700,219700,211300,206700,221300,222400,224300,212800,212900,212700,209900,211300,215300,227900,227500,224200,215200,208300,217500,222e3,231200,228100,229300,225500,224500,228700,233900,238e3,232800,231800,236100,247800,256100,257200,252e3,250100
155995,West Roxbury,Massachusetts,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e4,422600,432100,432100,435200,438e3,436700,434800,444600,455300,461100,457300,459400,466200,463600,467400,464100,464800,457300,477100,492100,536500,519700,528300,499900,497e3,487600,481500,503200,505500,
208850,Bustleton,Pennsylvania,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206900,205600,197600,189500,192700,204200,202800,194e3,184800,201300,202400,197800,186700,184500,189900,19e4,194900,191800,188200,186700,190400,194200,191300,193100,189700,193300,190200,188200,188200,189300,196700,198200,201900,199200,201300,199600,210100,203400,204100,194100,201100,195100,191700,187600,193600,195500,202500,198900,196900,195100,194100,198300,190600,192500,192500,206200,203e3,205500,194400,204400,205400,206100,202400,210900,209900,211600,204900,207800,207500,203900,2e5,197300,201500,207900,213500,215700,218500,222600,221e3,220700,217600,225700,226200,227900,227900,220500,220100,220800,231e3,235200,230200,238900,233800,241900,
240748,Sugar House,Utah,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288500,281800,286e3,293100,298900,301800,295300,300900,296e3,308700,304500,311500,308400,317600,313900,320300,316800,321500,325400,331200,347900,356700,349600,342700,342800,366400,362600,350500,332100,346600,
403109,Belmont Central,Illinois,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214800,210600,208600,197200,195e3,196600,195600,197200,203600,198600,216800,215100,223e3,209700,216500,220300,219400,222500,231400,234600,232100,232100,234600,239e3,236700,238400,236500,234900,237400,237600,230100,214800,220400,229700,256800,254600,275200,255e3,262e3,246600,255300,235100,229800,225900
269548,Southeast Boise,Idaho,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183200,183200,181900,182e3,180500,188600,189e3,193600,187800,196800,194600,195600,188700,191400,191200,191e3,191800,195900,201200,202500,204e3,202700,203e3,202200,204600,214200,217e3,216200,207800,208600,208500,210700,212600,215300,220800,223200,225500,225300,229e3,235400,240700,239700,238500,235700,240800,251600,260600,258500,252200,246400,256e3,263100,274400,280700,276600,274e3
111869,Drexel Heights,Arizona,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152800,153300,153300,155900,164800,167300,167900,160500,158100,158500,161e3,166200,165500,166800,166600,165600,169900,169e3,169400,170700,175300,181400,178400,172600,176e3,178400,187900,185800,189600,190900,191500,197300,,
342700,Paradise Hills,New Mexico,141,200800,205400,201700,201400,198500,203300,2e5,199700,196700,200100,193800,191800,188600,192400,192300,195100,194600,193800,187900,185200,190700,191200,190100,180900,184800,189200,190400,190200,183200,182300,177900,181400,181400,185800,183900,179100,176700,178600,180500,177700,176400,178600,177500,177100,174300,174200,167800,167e3,166600,172900,174300,177700,171600,171400,167300,174500,170900,173300,171800,171600,172800,169100,172300,172400,175500,177600,177600,177700,179400,180500,174900,176700,174800,180200,176600,178100,178200,175100,178900,182800,184600,178e3,177300,179600,183300,180700,178100,181400,184100,188400,180500,178500,179500,184900,184400,180300,182300,188500,192100,190200,186300,191500,192700,195200,188300,191600,192700,197800,194200,197300,198600,198200,197600,191700,195800,194e3,200300,197800,200300,201200,206100,207100,209e3,206600,204500,203900,202400,203700,
270764,The Lakes,Nevada,142,252700,248600,250500,244e3,240900,239200,233e3,229500,212600,216400,211e3,212400,198700,185e3,188700,181900,182200,168500,17e4,166500,164100,162800,162200,158800,154600,154e3,156400,155500,156800,155800,158900,155300,152600,148200,144500,147e3,146400,147400,145300,144200,143500,141400,145300,143500,142900,138600,137600,137900,138100,137100,138500,142500,147500,149300,149200,152100,153100,149200,148100,152500,159300,154900,159e3,161200,176400,171800,174e3,173400,181100,189900,194300,199800,203e3,201600,199900,197800,202200,206900,206700,209400,209200,211400,205800,206100,206200,213200,215400,213900,213200,213200,217400,218e3,222200,224400,227800,223600,223700,224e3,229300,233200,232300,233200,235500,238600,241200,236700,239200,240900,247500,250700,254e3,255500,258800,262400,257500,259100,255400,264500,262500,268400,273500,272500,277600,276100,288700,288200,292700,,
